episode,reward,steps,epsilon,success
112,0.5749999999999997,85,0.0,True
113,0.6699999999999998,66,0.0,True
114,0.3149999999999995,137,0.0,True
115,0.91,18,0.0,True
116,0.09999999999999931,180,0.0,True
117,0.91,18,0.0,True
118,0.6899999999999998,62,0.0,True
119,-1.0000000000000007,200,0.0,False
120,-1.0000000000000007,200,0.0,False
121,0.895,21,0.0,True
122,0.3049999999999995,139,0.0,True
123,0.845,31,0.0,True
124,0.36499999999999955,127,0.0,True
125,-1.0000000000000007,200,0.0,False
126,-1.0000000000000007,200,0.0,False
127,-1.0000000000000007,200,0.0,False
128,0.4199999999999996,116,0.0,True
129,0.82,36,0.0,True
130,0.034999999999999254,193,0.0,True
131,0.7849999999999999,43,0.0,True
132,-1.0000000000000007,200,0.0,False
133,0.7999999999999999,40,0.0,True
134,-1.0000000000000007,200,0.0,False
135,0.26999999999999946,146,0.0,True
136,0.94,12,0.0,True
137,0.845,31,0.0,True
138,0.7599999999999999,48,0.0,True
139,0.86,28,0.0,True
140,0.84,32,0.0,True
141,-1.0000000000000007,200,0.0,False
142,0.6399999999999998,72,0.0,True
143,-1.0000000000000007,200,0.0,False
144,0.6249999999999998,75,0.0,True
145,-1.0000000000000007,200,0.0,False
146,0.48999999999999966,102,0.0,True
147,-1.0000000000000007,200,0.0,False
148,0.9,20,0.0,True
149,0.12499999999999933,175,0.0,True
150,-1.0000000000000007,200,0.0,False
151,0.945,11,0.0,True
152,-1.0000000000000007,200,0.0,False
153,-1.0000000000000007,200,0.0,False
154,0.92,16,0.0,True
155,0.905,19,0.0,True
156,-1.0000000000000007,200,0.0,False
157,0.89,22,0.0,True
158,-1.0000000000000007,200,0.0,False
159,0.4249999999999996,115,0.0,True
160,0.37499999999999956,125,0.0,True
161,-1.0000000000000007,200,0.0,False
162,0.925,15,0.0,True
163,-1.0000000000000007,200,0.0,False
164,-1.0000000000000007,200,0.0,False
165,0.89,22,0.0,True
166,0.7349999999999999,53,0.0,True
167,0.5349999999999997,93,0.0,True
168,0.83,34,0.0,True
169,-1.0000000000000007,200,0.0,False
170,-1.0000000000000007,200,0.0,False
171,0.6799999999999998,64,0.0,True
172,0.825,35,0.0,True
173,0.45999999999999963,108,0.0,True
174,0.815,37,0.0,True
175,0.6149999999999998,77,0.0,True
176,-1.0000000000000007,200,0.0,False
177,0.47999999999999965,104,0.0,True
178,-1.0000000000000007,200,0.0,False
179,-1.0000000000000007,200,0.0,False
180,-1.0000000000000007,200,0.0,False
181,0.14999999999999936,170,0.0,True
182,0.6349999999999998,73,0.0,True
183,-1.0000000000000007,200,0.0,False
184,-1.0000000000000007,200,0.0,False
185,-1.0000000000000007,200,0.0,False
186,-1.0000000000000007,200,0.0,False
187,-1.0000000000000007,200,0.0,False
188,-1.0000000000000007,200,0.0,False
189,0.3349999999999995,133,0.0,True
190,-1.0000000000000007,200,0.0,False
191,-1.0000000000000007,200,0.0,False
192,-1.0000000000000007,200,0.0,False
193,-1.0000000000000007,200,0.0,False
194,-1.0000000000000007,200,0.0,False
195,-1.0000000000000007,200,0.0,False
196,-1.0000000000000007,200,0.0,False
197,0.3049999999999995,139,0.0,True
198,-1.0000000000000007,200,0.0,False
199,-1.0000000000000007,200,0.0,False
200,-1.0000000000000007,200,0.0,False
201,-1.0000000000000007,200,0.0,False
202,-1.0000000000000007,200,0.0,False
203,0.17499999999999938,165,0.0,True
204,-1.0000000000000007,200,0.0,False
205,-1.0000000000000007,200,0.0,False
206,0.7949999999999999,41,0.0,True
207,-1.0000000000000007,200,0.0,False
208,-1.0000000000000007,200,0.0,False
209,-1.0000000000000007,200,0.0,False
210,0.855,29,0.0,True
211,-1.0000000000000007,200,0.0,False
212,-1.0000000000000007,200,0.0,False
213,-1.0000000000000007,200,0.0,False
214,0.009999999999999232,198,0.0,True
215,-1.0000000000000007,200,0.0,False
216,-1.0000000000000007,200,0.0,False
217,-1.0000000000000007,200,0.0,False
218,-1.0000000000000007,200,0.0,False
219,-1.0000000000000007,200,0.0,False
220,0.885,23,0.0,True
221,0.5749999999999997,85,0.0,True
222,0.855,29,0.0,True
223,-1.0000000000000007,200,0.0,False
224,0.83,34,0.0,True
225,-1.0000000000000007,200,0.0,False
226,-1.0000000000000007,200,0.0,False
227,0.89,22,0.0,True
228,-1.0000000000000007,200,0.0,False
229,-1.0000000000000007,200,0.0,False
230,0.6049999999999998,79,0.0,True
231,-1.0000000000000007,200,0.0,False
232,0.855,29,0.0,True
233,-1.0000000000000007,200,0.0,False
234,-1.0000000000000007,200,0.0,False
235,0.13499999999999934,173,0.0,True
236,-1.0000000000000007,200,0.0,False
237,-1.0000000000000007,200,0.0,False
238,-1.0000000000000007,200,0.0,False
239,0.7199999999999999,56,0.0,True
240,-1.0000000000000007,200,0.0,False
241,0.02999999999999925,194,0.0,True
242,0.01999999999999924,196,0.0,True
243,0.2849999999999995,143,0.0,True
244,0.815,37,0.0,True
245,0.95,10,0.0,True
246,0.83,34,0.0,True
247,0.95,10,0.0,True
248,0.7749999999999999,45,0.0,True
249,0.1949999999999994,161,0.0,True
250,0.3049999999999995,139,0.0,True
251,0.6699999999999998,66,0.0,True
252,-1.0000000000000007,200,0.0,False
253,-1.0000000000000007,200,0.0,False
254,-1.0000000000000007,200,0.0,False
255,0.5899999999999997,82,0.0,True
256,-1.0000000000000007,200,0.0,False
257,0.86,28,0.0,True
258,-1.0000000000000007,200,0.0,False
259,0.34999999999999953,130,0.0,True
260,-1.0000000000000007,200,0.0,False
261,0.3149999999999995,137,0.0,True
262,-1.0000000000000007,200,0.0,False
263,0.07499999999999929,185,0.0,True
264,-1.0000000000000007,200,0.0,False
265,0.1849999999999994,163,0.0,True
266,0.6699999999999998,66,0.0,True
267,0.6249999999999998,75,0.0,True
268,0.7649999999999999,47,0.0,True
269,-1.0000000000000007,200,0.0,False
270,-1.0000000000000007,200,0.0,False
271,0.5299999999999997,94,0.0,True
272,0.5399999999999997,92,0.0,True
273,-1.0000000000000007,200,0.0,False
274,0.815,37,0.0,True
275,-1.0000000000000007,200,0.0,False
276,0.87,26,0.0,True
277,0.915,17,0.0,True
278,0.815,37,0.0,True
279,-1.0000000000000007,200,0.0,False
280,0.7399999999999999,52,0.0,True
281,0.7549999999999999,49,0.0,True
282,0.35499999999999954,129,0.0,True
283,0.7699999999999999,46,0.0,True
284,-1.0000000000000007,200,0.0,False
285,-1.0000000000000007,200,0.0,False
286,0.885,23,0.0,True
287,-1.0000000000000007,200,0.0,False
288,0.9,20,0.0,True
289,0.86,28,0.0,True
290,0.5149999999999997,97,0.0,True
291,0.6949999999999998,61,0.0,True
292,0.5299999999999997,94,0.0,True
293,0.7599999999999999,48,0.0,True
294,0.6849999999999998,63,0.0,True
295,0.6399999999999998,72,0.0,True
296,0.02999999999999925,194,0.0,True
297,-1.0000000000000007,200,0.0,False
298,0.3099999999999995,138,0.0,True
299,0.5249999999999997,95,0.0,True
300,0.10999999999999932,178,0.0,True
301,0.34499999999999953,131,0.0,True
302,0.7149999999999999,57,0.0,True
303,-1.0000000000000007,200,0.0,False
304,0.845,31,0.0,True
305,-1.0000000000000007,200,0.0,False
306,0.88,24,0.0,True
307,0.885,23,0.0,True
308,-1.0000000000000007,200,0.0,False
309,0.09999999999999931,180,0.0,True
310,0.7199999999999999,56,0.0,True
311,0.6399999999999998,72,0.0,True
312,0.5649999999999997,87,0.0,True
313,-1.0000000000000007,200,0.0,False
314,0.6299999999999998,74,0.0,True
315,0.7249999999999999,55,0.0,True
316,-1.0000000000000007,200,0.0,False
317,-1.0000000000000007,200,0.0,False
318,-1.0000000000000007,200,0.0,False
319,0.97,6,0.0,True
320,-1.0000000000000007,200,0.0,False
321,0.22499999999999942,155,0.0,True
322,0.2849999999999995,143,0.0,True
323,0.36499999999999955,127,0.0,True
324,-1.0000000000000007,200,0.0,False
325,-1.0000000000000007,200,0.0,False
326,-1.0000000000000007,200,0.0,False
327,0.885,23,0.0,True
328,-1.0000000000000007,200,0.0,False
329,0.825,35,0.0,True
330,-1.0000000000000007,200,0.0,False
331,0.6749999999999998,65,0.0,True
332,0.25499999999999945,149,0.0,True
333,-1.0000000000000007,200,0.0,False
334,-1.0000000000000007,200,0.0,False
335,-1.0000000000000007,200,0.0,False
336,0.87,26,0.0,True
337,-1.0000000000000007,200,0.0,False
338,-1.0000000000000007,200,0.0,False
339,0.15499999999999936,169,0.0,True
340,0.46499999999999964,107,0.0,True
341,0.8049999999999999,39,0.0,True
342,-1.0000000000000007,200,0.0,False
343,0.46499999999999964,107,0.0,True
344,0.7199999999999999,56,0.0,True
345,0.24499999999999944,151,0.0,True
346,0.15999999999999936,168,0.0,True
347,-1.0000000000000007,200,0.0,False
348,-1.0000000000000007,200,0.0,False
349,0.9,20,0.0,True
350,0.03999999999999926,192,0.0,True
351,-1.0000000000000007,200,0.0,False
352,-1.0000000000000007,200,0.0,False
353,-1.0000000000000007,200,0.0,False
354,-1.0000000000000007,200,0.0,False
355,-1.0000000000000007,200,0.0,False
356,0.7699999999999999,46,0.0,True
357,-1.0000000000000007,200,0.0,False
358,0.13999999999999935,172,0.0,True
359,0.5449999999999997,91,0.0,True
360,0.895,21,0.0,True
361,-1.0000000000000007,200,0.0,False
362,-1.0000000000000007,200,0.0,False
363,0.865,27,0.0,True
364,-1.0000000000000007,200,0.0,False
365,-1.0000000000000007,200,0.0,False
366,0.11499999999999932,177,0.0,True
367,-1.0000000000000007,200,0.0,False
368,0.6449999999999998,71,0.0,True
369,0.24499999999999944,151,0.0,True
370,-1.0000000000000007,200,0.0,False
371,-1.0000000000000007,200,0.0,False
372,-1.0000000000000007,200,0.0,False
373,0.855,29,0.0,True
374,-1.0000000000000007,200,0.0,False
375,0.93,14,0.0,True
376,-1.0000000000000007,200,0.0,False
377,0.5549999999999997,89,0.0,True
378,-1.0000000000000007,200,0.0,False
379,-1.0000000000000007,200,0.0,False
380,0.5649999999999997,87,0.0,True
381,0.7949999999999999,41,0.0,True
382,0.5099999999999997,98,0.0,True
383,0.14999999999999936,170,0.0,True
384,0.99,2,0.0,True
385,0.2899999999999995,142,0.0,True
386,-1.0000000000000007,200,0.0,False
387,0.5049999999999997,99,0.0,True
388,0.2149999999999994,157,0.0,True
389,-1.0000000000000007,200,0.0,False
390,0.12999999999999934,174,0.0,True
391,0.92,16,0.0,True
392,0.855,29,0.0,True
393,-1.0000000000000007,200,0.0,False
394,0.5399999999999997,92,0.0,True
395,-1.0000000000000007,200,0.0,False
396,0.6499999999999998,70,0.0,True
397,-1.0000000000000007,200,0.0,False
398,-1.0000000000000007,200,0.0,False
399,0.7999999999999999,40,0.0,True
400,0.6649999999999998,67,0.0,True
401,0.5499999999999997,90,0.0,True
402,-1.0000000000000007,200,0.0,False
403,0.875,25,0.0,True
404,0.7699999999999999,46,0.0,True
405,0.6099999999999998,78,0.0,True
406,0.47499999999999964,105,0.0,True
407,-1.0000000000000007,200,0.0,False
408,0.3249999999999995,135,0.0,True
409,0.5499999999999997,90,0.0,True
410,0.12499999999999933,175,0.0,True
411,-1.0000000000000007,200,0.0,False
412,0.6799999999999998,64,0.0,True
413,-1.0000000000000007,200,0.0,False
414,-1.0000000000000007,200,0.0,False
415,0.7599999999999999,48,0.0,True
416,-1.0000000000000007,200,0.0,False
417,-1.0000000000000007,200,0.0,False
418,0.95,10,0.0,True
419,0.34999999999999953,130,0.0,True
420,-1.0000000000000007,200,0.0,False
421,0.6649999999999998,67,0.0,True
422,0.7749999999999999,45,0.0,True
423,0.23999999999999944,152,0.0,True
424,0.16999999999999937,166,0.0,True
425,-1.0000000000000007,200,0.0,False
426,-1.0000000000000007,200,0.0,False
427,-1.0000000000000007,200,0.0,False
428,0.7599999999999999,48,0.0,True
429,0.38499999999999956,123,0.0,True
430,0.95,10,0.0,True
431,0.88,24,0.0,True
432,0.95,10,0.0,True
433,-1.0000000000000007,200,0.0,False
434,0.26999999999999946,146,0.0,True
435,0.915,17,0.0,True
436,0.835,33,0.0,True
437,0.8099999999999999,38,0.0,True
438,0.6799999999999998,64,0.0,True
439,-1.0000000000000007,200,0.0,False
440,0.5949999999999998,81,0.0,True
441,0.965,7,0.0,True
442,-1.0000000000000007,200,0.0,False
443,-1.0000000000000007,200,0.0,False
444,0.975,5,0.0,True
445,0.7399999999999999,52,0.0,True
446,0.6849999999999998,63,0.0,True
447,0.86,28,0.0,True
448,0.97,6,0.0,True
449,0.4399999999999996,112,0.0,True
450,0.86,28,0.0,True
451,-1.0000000000000007,200,0.0,False
452,0.4199999999999996,116,0.0,True
453,-1.0000000000000007,200,0.0,False
454,0.4449999999999996,111,0.0,True
455,0.6149999999999998,77,0.0,True
456,-1.0000000000000007,200,0.0,False
457,0.10499999999999932,179,0.0,True
458,0.23999999999999944,152,0.0,True
459,-1.0000000000000007,200,0.0,False
460,0.825,35,0.0,True
461,0.905,19,0.0,True
462,0.1899999999999994,162,0.0,True
463,0.7249999999999999,55,0.0,True
464,0.6599999999999998,68,0.0,True
465,-1.0000000000000007,200,0.0,False
466,-1.0000000000000007,200,0.0,False
467,-1.0000000000000007,200,0.0,False
468,0.915,17,0.0,True
469,0.5399999999999997,92,0.0,True
470,0.26499999999999946,147,0.0,True
471,0.7449999999999999,51,0.0,True
472,0.09499999999999931,181,0.0,True
473,-1.0000000000000007,200,0.0,False
474,-1.0000000000000007,200,0.0,False
475,0.15499999999999936,169,0.0,True
476,-1.0000000000000007,200,0.0,False
477,0.7599999999999999,48,0.0,True
478,0.6949999999999998,61,0.0,True
479,0.955,9,0.0,True
480,-1.0000000000000007,200,0.0,False
481,0.49499999999999966,101,0.0,True
482,0.825,35,0.0,True
483,-1.0000000000000007,200,0.0,False
484,0.6849999999999998,63,0.0,True
485,0.83,34,0.0,True
486,-1.0000000000000007,200,0.0,False
487,0.01999999999999924,196,0.0,True
488,0.004999999999999227,199,0.0,True
489,0.82,36,0.0,True
490,0.07499999999999929,185,0.0,True
491,0.23999999999999944,152,0.0,True
492,0.94,12,0.0,True
493,-1.0000000000000007,200,0.0,False
494,0.6649999999999998,67,0.0,True
495,0.7399999999999999,52,0.0,True
496,0.9,20,0.0,True
497,0.5699999999999997,86,0.0,True
498,0.6549999999999998,69,0.0,True
499,0.37999999999999956,124,0.0,True
500,0.975,5,0.0,True
501,0.7299999999999999,54,0.0,True
502,-1.0000000000000007,200,0.0,False
503,-1.0000000000000007,200,0.0,False
504,-1.0000000000000007,200,0.0,False
505,0.7849999999999999,43,0.0,True
506,0.6799999999999998,64,0.0,True
507,-1.0000000000000007,200,0.0,False
508,0.815,37,0.0,True
509,0.87,26,0.0,True
510,0.4249999999999996,115,0.0,True
511,-1.0000000000000007,200,0.0,False
512,0.0849999999999993,183,0.0,True
513,0.3949999999999996,121,0.0,True
514,0.7649999999999999,47,0.0,True
515,0.915,17,0.0,True
516,-1.0000000000000007,200,0.0,False
517,-1.0000000000000007,200,0.0,False
518,-1.0000000000000007,200,0.0,False
519,0.2849999999999995,143,0.0,True
520,0.0799999999999993,184,0.0,True
521,-1.0000000000000007,200,0.0,False
522,0.46999999999999964,106,0.0,True
523,0.4549999999999996,109,0.0,True
524,0.6749999999999998,65,0.0,True
525,0.7149999999999999,57,0.0,True
526,-1.0000000000000007,200,0.0,False
527,-1.0000000000000007,200,0.0,False
528,0.7999999999999999,40,0.0,True
529,0.925,15,0.0,True
530,0.82,36,0.0,True
531,0.15999999999999936,168,0.0,True
532,0.865,27,0.0,True
533,0.7999999999999999,40,0.0,True
534,-1.0000000000000007,200,0.0,False
535,0.7549999999999999,49,0.0,True
536,0.815,37,0.0,True
537,0.6549999999999998,69,0.0,True
538,0.37999999999999956,124,0.0,True
539,-1.0000000000000007,200,0.0,False
540,-1.0000000000000007,200,0.0,False
541,0.27999999999999947,144,0.0,True
542,0.034999999999999254,193,0.0,True
543,0.955,9,0.0,True
544,0.7249999999999999,55,0.0,True
545,0.5749999999999997,85,0.0,True
546,0.5149999999999997,97,0.0,True
547,-1.0000000000000007,200,0.0,False
548,-1.0000000000000007,200,0.0,False
549,0.5149999999999997,97,0.0,True
550,0.95,10,0.0,True
551,0.955,9,0.0,True
552,0.23499999999999943,153,0.0,True
553,-1.0000000000000007,200,0.0,False
554,0.5599999999999997,88,0.0,True
555,0.915,17,0.0,True
556,0.89,22,0.0,True
557,-1.0000000000000007,200,0.0,False
558,-1.0000000000000007,200,0.0,False
559,0.95,10,0.0,True
560,-1.0000000000000007,200,0.0,False
561,0.895,21,0.0,True
562,0.26499999999999946,147,0.0,True
563,-1.0000000000000007,200,0.0,False
564,-1.0000000000000007,200,0.0,False
565,0.7899999999999999,42,0.0,True
566,-1.0000000000000007,200,0.0,False
567,-7.771561172376096e-16,200,0.0,True
568,0.7999999999999999,40,0.0,True
569,-1.0000000000000007,200,0.0,False
570,0.7749999999999999,45,0.0,True
571,-1.0000000000000007,200,0.0,False
572,0.985,3,0.0,True
573,0.5349999999999997,93,0.0,True
574,0.84,32,0.0,True
575,-1.0000000000000007,200,0.0,False
576,0.98,4,0.0,True
577,0.5199999999999997,96,0.0,True
578,0.875,25,0.0,True
579,-1.0000000000000007,200,0.0,False
580,0.885,23,0.0,True
581,0.94,12,0.0,True
582,0.6699999999999998,66,0.0,True
583,-1.0000000000000007,200,0.0,False
584,-1.0000000000000007,200,0.0,False
585,-1.0000000000000007,200,0.0,False
586,0.47999999999999965,104,0.0,True
587,0.1999999999999994,160,0.0,True
588,0.7149999999999999,57,0.0,True
589,0.4099999999999996,118,0.0,True
590,0.85,30,0.0,True
591,0.024999999999999245,195,0.0,True
592,0.825,35,0.0,True
593,-1.0000000000000007,200,0.0,False
594,0.3999999999999996,120,0.0,True
595,0.7549999999999999,49,0.0,True
596,0.38999999999999957,122,0.0,True
597,0.845,31,0.0,True
598,0.7949999999999999,41,0.0,True
599,0.7799999999999999,44,0.0,True
600,-1.0000000000000007,200,0.0,False
601,-1.0000000000000007,200,0.0,False
602,0.89,22,0.0,True
603,0.97,6,0.0,True
604,0.86,28,0.0,True
605,0.4499999999999996,110,0.0,True
606,-1.0000000000000007,200,0.0,False
607,0.7499999999999999,50,0.0,True
608,0.13999999999999935,172,0.0,True
609,0.865,27,0.0,True
610,0.3099999999999995,138,0.0,True
611,0.26499999999999946,147,0.0,True
612,0.7699999999999999,46,0.0,True
613,0.86,28,0.0,True
614,0.4349999999999996,113,0.0,True
615,0.4249999999999996,115,0.0,True
616,0.955,9,0.0,True
617,0.7549999999999999,49,0.0,True
618,0.3299999999999995,134,0.0,True
619,0.5349999999999997,93,0.0,True
620,0.5049999999999997,99,0.0,True
621,0.95,10,0.0,True
622,0.5099999999999997,98,0.0,True
623,-1.0000000000000007,200,0.0,False
624,-1.0000000000000007,200,0.0,False
625,0.83,34,0.0,True
626,0.815,37,0.0,True
627,0.94,12,0.0,True
628,0.3049999999999995,139,0.0,True
629,0.49999999999999967,100,0.0,True
630,-1.0000000000000007,200,0.0,False
631,-1.0000000000000007,200,0.0,False
632,0.865,27,0.0,True
633,-1.0000000000000007,200,0.0,False
634,0.5949999999999998,81,0.0,True
635,-1.0000000000000007,200,0.0,False
636,0.27499999999999947,145,0.0,True
637,0.7499999999999999,50,0.0,True
638,0.13499999999999934,173,0.0,True
639,0.4549999999999996,109,0.0,True
640,0.955,9,0.0,True
641,-1.0000000000000007,200,0.0,False
642,-1.0000000000000007,200,0.0,False
643,-1.0000000000000007,200,0.0,False
644,0.22499999999999942,155,0.0,True
645,-1.0000000000000007,200,0.0,False
646,-1.0000000000000007,200,0.0,False
647,-1.0000000000000007,200,0.0,False
648,-1.0000000000000007,200,0.0,False
649,0.38999999999999957,122,0.0,True
650,-1.0000000000000007,200,0.0,False
651,0.48499999999999965,103,0.0,True
652,-1.0000000000000007,200,0.0,False
653,0.93,14,0.0,True
654,0.955,9,0.0,True
655,0.10499999999999932,179,0.0,True
656,0.7899999999999999,42,0.0,True
657,0.4499999999999996,110,0.0,True
658,-1.0000000000000007,200,0.0,False
659,-1.0000000000000007,200,0.0,False
660,0.6999999999999998,60,0.0,True
661,0.3099999999999995,138,0.0,True
662,0.955,9,0.0,True
663,-1.0000000000000007,200,0.0,False
664,0.7299999999999999,54,0.0,True
665,0.5999999999999998,80,0.0,True
666,0.4299999999999996,114,0.0,True
667,0.48999999999999966,102,0.0,True
668,-1.0000000000000007,200,0.0,False
669,0.5299999999999997,94,0.0,True
670,0.6299999999999998,74,0.0,True
671,0.22499999999999942,155,0.0,True
672,-1.0000000000000007,200,0.0,False
673,0.6049999999999998,79,0.0,True
674,0.955,9,0.0,True
675,-1.0000000000000007,200,0.0,False
676,0.7849999999999999,43,0.0,True
677,-1.0000000000000007,200,0.0,False
678,-1.0000000000000007,200,0.0,False
679,0.97,6,0.0,True
680,0.94,12,0.0,True
681,0.7699999999999999,46,0.0,True
682,-1.0000000000000007,200,0.0,False
683,-1.0000000000000007,200,0.0,False
684,0.97,6,0.0,True
685,-1.0000000000000007,200,0.0,False
686,-1.0000000000000007,200,0.0,False
687,-1.0000000000000007,200,0.0,False
688,-1.0000000000000007,200,0.0,False
689,-1.0000000000000007,200,0.0,False
690,-1.0000000000000007,200,0.0,False
691,-1.0000000000000007,200,0.0,False
692,-1.0000000000000007,200,0.0,False
693,-1.0000000000000007,200,0.0,False
694,0.7749999999999999,45,0.0,True
695,-1.0000000000000007,200,0.0,False
696,-1.0000000000000007,200,0.0,False
697,0.16499999999999937,167,0.0,True
698,-1.0000000000000007,200,0.0,False
699,-1.0000000000000007,200,0.0,False
700,0.47999999999999965,104,0.0,True
701,0.96,8,0.0,True
702,0.6699999999999998,66,0.0,True
703,-1.0000000000000007,200,0.0,False
704,-1.0000000000000007,200,0.0,False
705,-1.0000000000000007,200,0.0,False
706,-1.0000000000000007,200,0.0,False
707,-1.0000000000000007,200,0.0,False
708,-1.0000000000000007,200,0.0,False
709,-1.0000000000000007,200,0.0,False
710,-1.0000000000000007,200,0.0,False
711,0.7299999999999999,54,0.0,True
712,-1.0000000000000007,200,0.0,False
713,-1.0000000000000007,200,0.0,False
714,-1.0000000000000007,200,0.0,False
715,0.835,33,0.0,True
716,0.965,7,0.0,True
717,-1.0000000000000007,200,0.0,False
718,-1.0000000000000007,200,0.0,False
719,0.0899999999999993,182,0.0,True
720,-1.0000000000000007,200,0.0,False
721,0.37499999999999956,125,0.0,True
722,-1.0000000000000007,200,0.0,False
723,0.7799999999999999,44,0.0,True
724,0.895,21,0.0,True
725,0.6599999999999998,68,0.0,True
726,0.95,10,0.0,True
727,0.965,7,0.0,True
728,0.3199999999999995,136,0.0,True
729,-1.0000000000000007,200,0.0,False
730,0.5649999999999997,87,0.0,True
731,0.26499999999999946,147,0.0,True
732,0.6399999999999998,72,0.0,True
733,0.5999999999999998,80,0.0,True
734,-1.0000000000000007,200,0.0,False
735,0.87,26,0.0,True
736,-1.0000000000000007,200,0.0,False
737,0.845,31,0.0,True
738,0.6699999999999998,66,0.0,True
739,0.885,23,0.0,True
740,-1.0000000000000007,200,0.0,False
741,0.845,31,0.0,True
742,-1.0000000000000007,200,0.0,False
743,-1.0000000000000007,200,0.0,False
744,0.38499999999999956,123,0.0,True
745,-1.0000000000000007,200,0.0,False
746,0.7149999999999999,57,0.0,True
747,0.16499999999999937,167,0.0,True
748,0.7149999999999999,57,0.0,True
749,-1.0000000000000007,200,0.0,False
750,-1.0000000000000007,200,0.0,False
751,-1.0000000000000007,200,0.0,False
752,0.91,18,0.0,True
753,-1.0000000000000007,200,0.0,False
754,0.0899999999999993,182,0.0,True
755,0.95,10,0.0,True
756,0.3349999999999995,133,0.0,True
757,-1.0000000000000007,200,0.0,False
