episode,reward,steps,epsilon,success,policy_loss,value_loss,entropy,total_loss,approx_kl_mean,clip_frac_mean,ratio_mean,ratio_std,v_mean,v_std,raw_adv_mean,raw_adv_std,returns_mean,raw_adv_min,raw_adv_max,returns_std,values_old_mean,values_old_std,explained_variance
17,-0.45000000000000034,450,0.0,False,0.2532336413860321,8.66367990965955e-05,1.359849214553833,0.2532336413860321,0.009396038367412984,0.0,0.9918717071413994,0.043396844528615475,0.14582172222435474,9.206408867612481e-05,-0.046296633780002594,0.006041236687451601,0.13918189704418182,-0.0482717826962471,-0.002853676676750183,0.005996637511998415,0.18547852337360382,0.00013743502495344728,-0.01464831829071045
18,0.5499999999999996,450,0.0,False,0.08885212987661362,3.2185025702347048e-06,1.3784379959106445,0.08885212987661362,-0.018429148010909557,0.0,1.021066091954708,0.04996113805100322,0.11799655482172966,9.735390995047055e-05,-0.03661423549056053,0.06470317393541336,0.11575790494680405,-0.042663779109716415,0.9578030705451965,0.06468353420495987,0.15237213671207428,0.00010762373131001368,-0.0006049871444702148
19,0.5499999999999996,450,0.0,False,0.26204830408096313,0.00033575535053387284,1.3176839351654053,0.26204830408096313,0.004739625961519778,0.08984375,1.0033067092299461,0.11840671952813864,0.10818262305110693,9.432054957869695e-05,0.0027320936787873507,0.133340522646904,0.11619352549314499,-0.03621286153793335,0.9641439914703369,0.13334976136684418,0.1134614422917366,9.863206651061773e-05,0.00013911724090576172
20,0.5499999999999996,450,0.0,False,0.20547527074813843,7.317398558370769e-05,1.3273669481277466,0.20547527074813843,0.013136525638401508,0.0078125,0.991658478975296,0.08632888738065958,0.08838053699582815,0.00010225676942354767,-0.0032257293350994587,0.13278140127658844,0.10562234371900558,-0.03531838580965996,0.9647219181060791,0.13277378678321838,0.10884806513786316,0.00011336791794747114,-0.00011408329010009766
21,5.549999999999902,450,0.0,False,0.38315847516059875,0.023690951988101006,1.308502197265625,0.38315847516059875,0.007847669767215848,0.138671875,0.9996626600623131,0.10699773207306862,0.23845652118325233,0.00019673095630423632,0.18780675530433655,0.62518709897995,0.27708178758621216,-0.032193854451179504,4.17564582824707,0.625214695930481,0.08927503228187561,0.0001206373781315051,8.821487426757812e-05
22,0.5499999999999996,450,0.0,False,0.3102487325668335,0.0006312905461527407,1.2990550994873047,0.3102487325668335,-0.004236072301864624,0.0,1.006003275513649,0.04481191234663129,0.25943858176469803,0.00020930020036757924,-0.023962097242474556,0.13325829803943634,0.25406888127326965,-0.0642288476228714,0.9365384578704834,0.13324964046478271,0.27803096175193787,0.0002453684282954782,-0.00012958049774169922
23,0.5499999999999996,450,0.0,False,0.32074815034866333,0.00023012689780443907,1.2051384449005127,0.32074815034866333,-0.006168856052681804,0.083984375,1.0177546739578247,0.12423416320234537,0.21581261605024338,0.0001814450242818566,-0.019793370738625526,0.1335158348083496,0.22563572227954865,-0.05866299569606781,0.9419965147972107,0.13351912796497345,0.24542908370494843,0.0002186934871133417,4.982948303222656e-05
24,0.5499999999999996,450,0.0,False,0.3115229904651642,0.000557521590963006,1.222188949584961,0.3115229904651642,-0.009390740655362606,0.076171875,1.0141679868102074,0.09226737264543772,0.18878837674856186,0.0001704129190329695,-0.011742590926587582,0.13326962292194366,0.1910223811864853,-0.0514480285346508,0.9492542147636414,0.13330203294754028,0.20276495814323425,0.00018457695841789246,0.0004868507385253906
25,0.5499999999999996,450,0.0,False,0.2921640872955322,0.0004893724690191448,1.1137714385986328,0.2921640872955322,-0.006988825974985957,0.21875,1.0242353230714798,0.16091029159724712,0.19179999828338623,0.0002034053031820804,-0.00955994427204132,0.13327249884605408,0.17971155047416687,-0.04919396713376045,0.9514088034629822,0.13331982493400574,0.189271479845047,0.00020145742746535689,0.0007103085517883301
26,-0.45000000000000034,450,0.0,False,0.28338494896888733,0.0002615717821754515,1.1944248676300049,0.28338494896888733,-0.0015358608216047287,0.099609375,1.0073219686746597,0.10367830470204353,0.10960554610937834,0.00014352172365761362,-0.04354601725935936,0.0056767878122627735,0.12505944073200226,-0.04567139595746994,-0.003033965826034546,0.005715367384254932,0.1686054766178131,0.00020501423568930477,0.013756215572357178
27,0.5499999999999996,450,0.0,False,0.07801739871501923,4.402744480103138e-08,1.2757339477539062,0.07801739871501923,0.0038192356005311012,0.189453125,1.0050611346960068,0.13542063627392054,0.07285381946712732,0.00011067539344367106,-0.028125666081905365,0.06464064866304398,0.0719345435500145,-0.03394555673003197,0.9665432572364807,0.06461174786090851,0.10006020963191986,0.00015830724441912025,-0.0008925199508666992
28,0.5499999999999996,450,0.0,False,0.2603949010372162,0.0007572584436275065,1.2891206741333008,0.2603949010372162,0.02477206732146442,0.310546875,0.9856484830379486,0.13412341475486755,0.07144948840141296,0.00010843012842087774,0.010516081936657429,0.13337166607379913,0.07598000764846802,-0.028064997866749763,0.9721908569335938,0.13339708745479584,0.06546392291784286,0.00010342731548007578,0.00038164854049682617
29,0.5499999999999996,450,0.0,False,0.18117302656173706,0.000618241960182786,1.3064587116241455,0.18117302656173706,0.02021827455610037,0.494140625,0.999102346599102,0.19401544332504272,0.09191162325441837,0.00013916489842813462,0.008254732936620712,0.13338932394981384,0.08764772117137909,-0.030446764081716537,0.9699174165725708,0.13340450823307037,0.07939299196004868,0.00016642808623146266,0.00022840499877929688
30,0.5499999999999996,450,0.0,False,0.2312680035829544,0.00021955858392175287,1.277728796005249,0.2312680035829544,0.02172418055124581,0.0390625,0.9859747141599655,0.11020846758037806,0.09037614986300468,0.00010340974313294282,0.0034830772783607244,0.13373863697052002,0.09864967316389084,-0.03310345113277435,0.967197835445404,0.1336752027273178,0.09516659379005432,0.00014973471115808934,-0.000948786735534668
31,-0.45000000000000034,450,0.0,False,0.2453097552061081,1.331583371211309e-05,1.3556280136108398,0.2453097552061081,0.033277203678153455,0.1875,0.9786356538534164,0.15422673523426056,0.06208259519189596,0.00010128849680768326,-0.029950827360153198,0.0038966659922152758,0.05479107424616814,-0.031348180025815964,-0.0018484890460968018,0.003928686026483774,0.08474189788103104,0.00014217621355783194,0.016869783401489258
32,-0.45000000000000034,450,0.0,False,0.27194681763648987,1.2961872926098295e-05,1.2874369621276855,0.27194681763648987,0.016445533838123083,0.31640625,0.9988408237695694,0.171715771779418,0.036574060562998056,6.674066480627516e-05,-0.025379851460456848,0.003307362087070942,0.031142188236117363,-0.026524867862462997,-0.0015079863369464874,0.0033108911011368036,0.05652204155921936,8.552548388252035e-05,0.00303804874420166
33,0.5499999999999996,450,0.0,False,0.17777641117572784,0.00040593778248876333,1.3922004699707031,0.17777641117572784,0.023664019303396344,0.076171875,0.9884413629770279,0.13530122488737106,0.029836318688467145,4.7544476728944574e-05,0.00998213142156601,0.13241662085056305,0.03203457593917847,-0.020709645003080368,0.9794251918792725,0.13240966200828552,0.022052442654967308,6.530319660669193e-05,-0.00010478496551513672
34,0.5499999999999996,450,0.0,False,0.16443999111652374,0.00021339283557608724,1.3590736389160156,0.16443999111652374,0.006368058500811458,0.11328125,1.000651367008686,0.1119175273925066,0.02448581112548709,5.263091679807985e-05,-0.00036545860348269343,0.1220555230975151,0.028478173539042473,-0.021777158603072166,0.9783877730369568,0.12203986942768097,0.028843633830547333,5.4050844482844695e-05,-0.00025582313537597656
35,0.5499999999999996,450,0.0,False,0.1936294436454773,4.782443284057081e-05,1.286062479019165,0.1936294436454773,0.0010708062909543514,0.46875,1.020291157066822,0.16653531417250633,0.018567034159787,5.7663664392748615e-05,-0.0011928018648177385,0.12013707309961319,0.026174308732151985,-0.021509267389774323,0.9786609411239624,0.1201174408197403,0.027367109432816505,5.41587796760723e-05,-0.0003260374069213867
36,0.5499999999999996,450,0.0,False,0.29778751730918884,0.0006522914627566934,1.2164397239685059,0.29778751730918884,-0.0041942535899579525,0.19921875,1.015615075826645,0.13032633066177368,0.023745455546304584,6.559912026204984e-05,0.018604326993227005,0.13344226777553558,0.03409210219979286,-0.019535668194293976,0.9805116653442383,0.13345375657081604,0.015487777069211006,5.9493824664969e-05,0.00017261505126953125
37,0.5499999999999996,450,0.0,False,0.2606780529022217,0.0005388851859606802,1.1715989112854004,0.2606780529022217,0.019683389691635966,0.271484375,0.997924268245697,0.17592315189540386,0.03868668945506215,6.588694031961495e-05,0.015589701943099499,0.13339923322200775,0.04976339265704155,-0.022693412378430367,0.9773491621017456,0.13343545794487,0.03417368605732918,5.864109698450193e-05,0.0005434155464172363
38,0.5499999999999996,450,0.0,False,-0.8915627598762512,0.017494220286607742,1.1667535305023193,-0.8915627598762512,0.0006220303475856781,0.0,0.9999297484755516,0.029037758009508252,0.06563692633062601,8.537031499145087e-05,0.014030501246452332,0.13341371715068817,0.057869140058755875,-0.02437336929142475,0.9758898615837097,0.13340607285499573,0.04383863881230354,8.732975402381271e-05,-0.00011408329010009766
39,0.5499999999999996,450,0.0,False,0.2542726993560791,0.0011099681723862886,1.122060775756836,0.2542726993560791,0.017729814164340496,0.095703125,0.9939528033137321,0.13892736844718456,0.06076618889346719,7.848876612115419e-05,0.00792465265840292,0.13374295830726624,0.07568134367465973,-0.028430290520191193,0.9716987013816833,0.13374294340610504,0.06775669008493423,7.425581861753017e-05,1.7881393432617188e-07
40,-0.45000000000000034,450,0.0,False,0.29471176862716675,9.45218801007286e-08,1.0984508991241455,0.29471176862716675,-0.007347991922870278,0.03515625,1.011347457766533,0.06998132076114416,0.060735383071005344,5.846770727657713e-05,-0.031486786901950836,0.0040978011675179005,0.06265672296285629,-0.03291575610637665,-0.001941002905368805,0.0040939622558653355,0.09414350986480713,9.540075552649796e-05,-0.0012801885604858398
41,0.5499999999999996,450,0.0,False,0.27821505069732666,0.00035629840567708015,0.9790730476379395,0.27821505069732666,0.020716017577797174,0.181640625,1.00322026014328,0.2023384440690279,0.06713330512866378,8.885093848221004e-05,0.01113473903387785,0.1333722174167633,0.07280845195055008,-0.02727317623794079,0.9727720022201538,0.13339263200759888,0.06167370453476906,6.90657616360113e-05,0.000306546688079834
42,-0.45000000000000034,450,0.0,False,0.293916791677475,1.5872721633058973e-05,0.9664078950881958,0.293916791677475,0.0017981927376240492,0.166015625,1.006542645394802,0.11596773844212294,0.030753749888390303,5.2632391088991426e-05,-0.026376068592071533,0.003423650050535798,0.03626681864261627,-0.027487825602293015,-0.0016255341470241547,0.0034222907852381468,0.0626428872346878,6.381020648404956e-05,5.728006362915039e-05
43,0.5499999999999997,450,0.0,False,0.2665736973285675,0.00024089147336781025,1.0215708017349243,0.2665736973285675,0.005867130821570754,0.0625,0.9987170621752739,0.09677733946591616,0.03954180469736457,6.508350361400517e-05,0.01620272547006607,0.1334516555070877,0.04666539654135704,-0.02205684408545494,0.9782462120056152,0.13344448804855347,0.03046266920864582,6.749608292011544e-05,-0.00010693073272705078
44,0.5499999999999996,450,0.0,False,0.3020637631416321,0.0004028043767903,0.9085956811904907,0.3020637631416321,0.000502824317663908,0.11328125,1.011682614684105,0.13013011869043112,0.0459765219129622,9.065441008715425e-05,0.016109997406601906,0.1334368735551834,0.04711632803082466,-0.02215692400932312,0.978033185005188,0.13342058658599854,0.031006330624222755,9.263590618502349e-05,-0.0002434253692626953
45,0.5499999999999996,450,0.0,False,0.2620207667350769,0.0006276539643295109,0.9347854852676392,0.2620207667350769,0.006881019100546837,0.0,0.9952027127146721,0.061350297182798386,0.0568134393543005,6.375096518240753e-05,0.016452310606837273,0.133433535695076,0.045352037996053696,-0.021756697446107864,0.9784383773803711,0.13342438638210297,0.02889973111450672,7.079942588461563e-05,-0.0001366138458251953
46,0.5499999999999996,450,0.0,False,0.1164608970284462,0.00024103856412693858,0.8352667689323425,0.1164608970284462,0.03011312079615891,0.10546875,0.983453743159771,0.13360686972737312,0.020392674909089692,6.417815166059881e-05,-0.005313167814165354,0.11225410550832748,0.02518065646290779,-0.022069312632083893,0.9781103134155273,0.11224081367254257,0.030493825674057007,6.670030415989459e-05,-0.00023615360260009766
47,0.5499999999999996,450,0.0,False,0.2636418640613556,0.0009207572438754141,0.889310359954834,0.2636418640613556,0.008781032171100378,0.078125,0.9989149197936058,0.12411491200327873,0.035044035874307156,7.822226052667247e-05,0.016305921599268913,0.13342541456222534,0.04595651105046272,-0.022023627534508705,0.9781854152679443,0.13344226777553558,0.02965058945119381,8.05086747277528e-05,0.0002532005310058594
48,0.5499999999999996,450,0.0,False,0.2531033158302307,0.0010255028028041124,0.8293654918670654,0.2531033158302307,0.027837174478918314,0.140625,0.9794241711497307,0.10676021687686443,0.0754522867500782,8.70104122441262e-05,0.011569500900804996,0.13343912363052368,0.06999627500772476,-0.026796970516443253,0.9733949303627014,0.13340888917446136,0.05842677503824234,9.024075552588329e-05,-0.00045287609100341797
49,0.5499999999999996,450,0.0,False,-1.8357033729553223,0.03375495225191116,0.8417902588844299,-1.8357033729553223,-0.01042405585758388,0.0,1.0123358815908432,0.042391696479171515,0.08069962356239557,7.833432482584612e-05,0.010089934803545475,0.13337303698062897,0.07820606231689453,-0.028391284868121147,0.9716262221336365,0.13338503241539001,0.06811612844467163,7.518297206843272e-05,0.00018042325973510742
50,0.5499999999999997,450,0.0,False,0.25653359293937683,0.0002880487882066518,0.8008242845535278,0.25653359293937683,-0.0014971899800002575,0.060546875,1.0062377825379372,0.0828789146617055,0.09302759543061256,8.435772451775847e-05,0.0052868397906422615,0.13335995376110077,0.10300798714160919,-0.033503610640764236,0.9667560458183289,0.1333639770746231,0.0977211520075798,9.056339331436902e-05,6.073713302612305e-05
51,-0.45000000000000034,450,0.0,False,0.3226282000541687,1.1296984666842036e-05,0.9143203496932983,0.3226282000541687,-0.001434897305443883,0.18359375,1.0109031721949577,0.13930261507630348,0.05957350181415677,8.265700034826295e-05,-0.03149932622909546,0.004115150775760412,0.06279520690441132,-0.03285249322652817,-0.0019442066550254822,0.00412279786542058,0.09429452568292618,0.00010900571942329407,0.0042906999588012695
52,0.5499999999999996,450,0.0,False,-0.933140218257904,0.016508253291249275,0.7840641736984253,-0.933140218257904,-0.006321917288005352,0.142578125,1.0232572853565216,0.1553341057151556,0.07891056500375271,0.0001088348108169157,0.006839459761977196,0.13373245298862457,0.07519713789224625,-0.028488755226135254,0.9716444611549377,0.13373972475528717,0.0683576837182045,9.52792470343411e-05,0.0001093149185180664
53,0.5499999999999996,450,0.0,False,0.2505388557910919,0.00025951856514438987,0.8718628883361816,0.2505388557910919,0.008859944762662053,0.01171875,0.9927144274115562,0.03684438037453219,0.0772702768445015,8.116619574138895e-05,0.006781443487852812,0.13361002504825592,0.08829472213983536,-0.03067399002611637,0.9693690538406372,0.13363036513328552,0.08151328563690186,9.701041562948376e-05,0.00030481815338134766
54,0.5499999999999996,450,0.0,False,0.3162194490432739,0.0009218384511768818,0.7290741205215454,0.3162194490432739,0.01805276540108025,0.31640625,1.0121391043066978,0.20538155362010002,0.07005180418491364,9.014771694637602e-05,0.008719480596482754,0.133545383810997,0.08127249777317047,-0.02921239286661148,0.9709363579750061,0.13355597853660583,0.07255301624536514,8.136258838931099e-05,0.00015932321548461914
55,0.5499999999999996,450,0.0,False,-0.1596308946609497,0.0018523357575759292,0.7650308609008789,-0.1596308946609497,-0.003928014310076833,0.00390625,1.0059913992881775,0.06092077633365989,0.08614016603678465,9.226681231666589e-05,0.0032397769391536713,0.13371703028678894,0.09257302433252335,-0.03202103078365326,0.9681310653686523,0.13369131088256836,0.08933324366807938,0.00010928109259111807,-0.00038444995880126953
56,0.5499999999999996,450,0.0,False,0.25877031683921814,0.0004424612852744758,0.8368721008300781,0.25877031683921814,0.01432862039655447,0.072265625,0.991681732237339,0.1026003248989582,0.08470974303781986,9.346304341306677e-05,0.00778423435986042,0.13343766331672668,0.08845662325620651,-0.030603308230638504,0.9696117043495178,0.13345186412334442,0.08067239820957184,0.00010377050057286397,0.00021308660507202148
57,0.5499999999999996,450,0.0,False,0.27609318494796753,0.000992416637018323,0.8166241645812988,0.27609318494796753,0.0023237112909555435,0.0,0.9983062744140625,0.03243593405932188,0.0916310166940093,9.824469543673331e-05,0.008457467891275883,0.13359694182872772,0.08151504397392273,-0.029266847297549248,0.9709151387214661,0.13357441127300262,0.07305757701396942,8.683519990881905e-05,-0.00033676624298095703
58,0.5499999999999996,450,0.0,False,0.014715706929564476,0.0005778803024441004,0.7857652902603149,0.014715706929564476,0.003721594577655196,0.0,0.9970526769757271,0.036118271527811885,0.07855155598372221,8.970537783170585e-05,0.00903249066323042,0.13334821164608002,0.0836566910147667,-0.02963959239423275,0.9705358743667603,0.13337774574756622,0.074624203145504,8.712426642887294e-05,0.00044339895248413086
59,0.5499999999999996,450,0.0,False,0.29389700293540955,0.00048205023631453514,0.8732921481132507,0.29389700293540955,0.009240653365850449,0.228515625,1.0002703741192818,0.13975566066801548,0.06045905174687505,7.637844282726292e-05,0.009771336801350117,0.1333817094564438,0.0798482820391655,-0.028834432363510132,0.9714723825454712,0.13339900970458984,0.07007694244384766,9.832231444306672e-05,0.00025975704193115234
60,0.5499999999999996,450,0.0,False,0.22226600348949432,0.0010476830648258328,0.8495395183563232,0.22226600348949432,0.042607857612892985,0.234375,0.9678476974368095,0.10879953112453222,0.08099807519465685,8.853191502566915e-05,0.007898169569671154,0.13336682319641113,0.0891045406460762,-0.03069493919610977,0.9694313406944275,0.1333782821893692,0.08120637387037277,0.00011264681961620227,0.0001723766326904297
61,0.5499999999999996,450,0.0,False,0.2796650230884552,0.0004433909198269248,0.7883659601211548,0.2796650230884552,-0.00409390963613987,0.029296875,1.0062388703227043,0.05973124969750643,0.1301642945036292,0.00015064454237290192,0.005672668106853962,0.13333912193775177,0.10073800384998322,-0.033086471259593964,0.9670587182044983,0.1333715319633484,0.09506533294916153,0.00010958027996821329,0.00048655271530151367
62,0.5499999999999996,450,0.0,False,0.26770326495170593,0.001663180417381227,0.8198695182800293,0.26770326495170593,0.004950199043378234,0.0,0.9984207600355148,0.07718600705265999,0.08083938574418426,8.80440875334898e-05,0.010384418070316315,0.13340416550636292,0.07631266117095947,-0.028172386810183525,0.972020149230957,0.13340051472187042,0.06592824310064316,9.561872866470367e-05,-5.435943603515625e-05
63,0.5499999999999996,450,0.0,False,0.16789677739143372,0.00048499362310394645,0.871888279914856,0.16789677739143372,0.006785174598917365,0.068359375,0.9995895549654961,0.10447846073657274,0.08980129566043615,9.000897716759937e-05,0.006781568750739098,0.13338486850261688,0.09501170367002487,-0.031875692307949066,0.9682986736297607,0.1333855241537094,0.08823013305664062,0.00010739189019659534,1.0371208190917969e-05
64,0.5499999999999996,450,0.0,False,0.19898217916488647,0.00023792032152414322,0.8254305124282837,0.19898217916488647,0.003922076430171728,0.0390625,1.00223308801651,0.0939335273578763,0.0873053353279829,8.591679761593696e-05,0.004709338769316673,0.1334783434867859,0.10304383933544159,-0.033559855073690414,0.9665321111679077,0.13350769877433777,0.09833450615406036,9.291925380239263e-05,0.0004401206970214844
65,0.5499999999999996,450,0.0,False,-3.6148276329040527,0.2292945235967636,0.7556235790252686,-3.6148276329040527,-0.0011274334974586964,0.068359375,1.006897196173668,0.09202258288860321,0.09302917681634426,0.00015965054444677662,0.0003152921563014388,0.1335306316614151,0.1018247902393341,-0.03423135355114937,0.9659492373466492,0.13356296718120575,0.10150949656963348,0.00015065209299791604,0.00048464536666870117
66,-0.45000000000000034,450,0.0,False,0.3147321939468384,8.082335989456624e-05,0.7344946265220642,0.3147321939468384,0.01602090848609805,0.08203125,0.9903193786740303,0.10387985501438379,0.08150309789925814,9.939457140717423e-05,-0.035989899188280106,0.004691853653639555,0.08595393598079681,-0.037748873233795166,-0.0022196248173713684,0.0046895211562514305,0.12194383889436722,0.0001328602957073599,-0.0005410909652709961
67,0.5499999999999996,450,0.0,False,-2.5429186820983887,0.14736656844615936,0.9284961223602295,-2.5429186820983887,0.06064633373171091,0.185546875,0.9598515629768372,0.1976240612566471,0.07679001707583666,9.495341328147333e-05,-0.011803679168224335,0.1220196783542633,0.08752933144569397,-0.03384401649236679,0.9663508534431458,0.12202422320842743,0.09933300316333771,0.0001338158908765763,7.534027099609375e-05
68,0.5499999999999996,450,0.0,False,-2.4103152751922607,0.16634634137153625,0.8597280979156494,-2.4103152751922607,0.01307088928297162,0.00390625,0.9909934476017952,0.07995583256706595,0.07234009355306625,9.44144512686762e-05,-0.005802842788398266,0.12741300463676453,0.07911133766174316,-0.03138053044676781,0.96871417760849,0.12741555273532867,0.0849141776561737,0.00010079915955429897,4.0531158447265625e-05
69,0.5499999999999996,450,0.0,False,0.1399177461862564,8.89751099748537e-05,0.7692725658416748,0.1399177461862564,0.008596442639827728,0.02734375,0.99595957249403,0.0887468857690692,0.05260799080133438,8.729313594812993e-05,-0.01214776560664177,0.1122405007481575,0.06051940098404884,-0.029254328459501266,0.9709972143173218,0.1122341901063919,0.07266716659069061,9.981571929529309e-05,-0.00011181831359863281
70,0.5499999999999997,450,0.0,False,0.27469199895858765,0.00039440253749489784,0.789497435092926,0.27469199895858765,0.002937746699899435,0.001953125,0.9975650310516357,0.02975744055584073,0.05755355674773455,6.855127139715478e-05,0.01198673527687788,0.13339854776859283,0.06841830164194107,-0.026568550616502762,0.9735227227210999,0.13340020179748535,0.056431565433740616,7.453934813383967e-05,2.5391578674316406e-05
