episode,reward,steps,success
1,0.5499999999999996,450,False
2,-0.45000000000000034,450,False
3,-0.45000000000000034,450,False
4,-0.45000000000000034,450,False
5,-0.45000000000000034,450,False
6,21.953,47,True
7,-0.45000000000000034,450,False
8,5.549999999999859,450,False
9,5.549999999999857,450,False
10,-0.45000000000000034,450,False
11,-0.45000000000000034,450,False
12,5.549999999999857,450,False
13,0.5499999999999996,450,False
14,5.549999999999857,450,False
15,5.549999999999856,450,False
16,-0.45000000000000034,450,False
17,0.5499999999999996,450,False
18,9.550000000000237,450,False
19,-0.45000000000000034,450,False
20,-0.45000000000000034,450,False
21,0.5499999999999996,450,False
22,5.549999999999857,450,False
23,0.5499999999999996,450,False
24,9.550000000000214,450,False
25,0.5499999999999996,450,False
26,5.549999999999857,450,False
27,5.549999999999857,450,False
28,-0.45000000000000034,450,False
29,9.550000000000232,450,False
30,5.549999999999859,450,False
31,0.5499999999999996,450,False
32,-0.45000000000000034,450,False
33,5.549999999999857,450,False
34,0.5499999999999996,450,False
35,5.549999999999856,450,False
36,-0.45000000000000034,450,False
37,5.549999999999859,450,False
38,-0.45000000000000034,450,False
39,-0.45000000000000034,450,False
40,-0.45000000000000034,450,False
41,5.549999999999859,450,False
42,-0.45000000000000034,450,False
43,0.5499999999999996,450,False
44,-0.45000000000000034,450,False
45,5.549999999999857,450,False
46,0.5499999999999996,450,False
47,-0.45000000000000034,450,False
48,5.549999999999859,450,False
49,0.5499999999999996,450,False
50,0.5499999999999996,450,False
