episode,reward,steps,epsilon,success,policy_loss,value_loss,entropy,total_loss,mean_advantage,approx_kl_mean,clip_frac_mean,ratio_mean,ratio_std,v_mean,v_std,raw_adv_mean,raw_adv_std,raw_adv_min,raw_adv_max,returns_mean,returns_std,values_old_mean,values_old_std,explained_variance
1,5.549999999999886,450,0.0,False,0.13734333217144012,0.0629662573337555,1.165757417678833,0.16824358701705933,-0.5736925005912781,0.00696260342374444,0.015625,0.9941446259617805,0.03974533220753074,4.01730215549469,0.7744142189621925,-0.5736925005912781,0.5350380539894104,-2.543242931365967,2.3475699424743652,3.765989303588867,0.9238268136978149,4.339682102203369,0.7670300602912903,0.6645805835723877
2,21.868000000000006,132,0.0,True,-0.5674828290939331,0.9610103964805603,1.2807707786560059,-0.08761801570653915,1.7339234352111816,-0.0038540152211984,0.0,1.0039212902386982,0.009679300555338463,3.826865832010905,0.5776645864049593,1.7339234352111816,2.7484419345855713,-0.6236581802368164,9.539589881896973,5.644191265106201,3.0376343727111816,3.9102678298950195,0.8053075671195984,0.18134278059005737
3,9.549999999999876,450,0.0,False,0.43363597989082336,0.06894899159669876,1.210740327835083,0.4675050973892212,-0.18454839289188385,-0.008871245896443725,0.146484375,1.014685496687889,0.09420933434739709,3.2270937860012054,0.685909740626812,-0.18454839289188385,0.9953295588493347,-2.4105279445648193,5.048962116241455,3.2532732486724854,1.1604102849960327,3.437821626663208,0.7853147983551025,0.2642832398414612
4,-0.45000000000000034,450,0.0,False,0.9056004285812378,0.05400203913450241,1.0242698192596436,0.9320893287658691,-0.9006935358047485,0.0006979620084166527,0.001953125,0.9996980428695679,0.024799076141789556,5.009461224079132,0.1714414432644844,-0.9006935358047485,0.20993952453136444,-1.7884635925292969,-0.05459165573120117,4.511752605438232,0.13131308555603027,5.412446022033691,0.1950494945049286,-1.5560669898986816
5,5.549999999999985,450,0.0,False,0.7295153141021729,0.0009325399296358228,1.1628108024597168,0.7294002175331116,-0.4750193953514099,-0.008027601055800915,0.1171875,1.013578400015831,0.09940818417817354,3.358235239982605,0.3813111372292042,-0.4750193953514099,0.5190411806106567,-1.4821581840515137,2.6461799144744873,3.382260322570801,0.6880099773406982,3.8572797775268555,0.5030096173286438,0.43086665868759155
6,21.783999999999992,216,0.0,True,-0.541774570941925,1.193360686302185,1.1714850664138794,0.05432002991437912,0.9210277795791626,0.000884133085492067,0.0,0.999242752790451,0.015036234632134438,3.2030075788497925,1.06788669526577,0.9210277795791626,1.6253306865692139,-0.8507816195487976,6.438683032989502,4.105553150177002,2.1502022743225098,3.1845247745513916,1.1142696142196655,0.42862021923065186
7,5.549999999999869,450,0.0,False,0.45182085037231445,0.014547501690685749,1.1385152339935303,0.4585253596305847,-0.247568741440773,-0.0014400024665519595,0.0,1.0017281621694565,0.02200214483309537,2.4494608640670776,0.6588255167007446,-0.247568741440773,0.5751070976257324,-2.554656744003296,3.0486128330230713,2.375843048095703,0.9740997552871704,2.6234118938446045,0.7051257491111755,0.6514295339584351
8,21.590999999999987,409,0.0,True,-0.08491463214159012,0.4081698954105377,1.1329476833343506,0.11860384047031403,0.1525183618068695,0.0025243969368083136,0.007946428443704332,0.9986585548945835,0.047028527462056706,3.599595614842006,1.2830310549054826,0.1525183618068695,1.1719845533370972,-1.7831101417541504,5.73737907409668,3.7338171005249023,1.8703513145446777,3.581298351287842,1.2841942310333252,0.607357382774353
9,21.87100000000002,129,0.0,True,0.5766462683677673,0.25495877861976624,0.8593990802764893,0.7036959528923035,1.6613260507583618,0.0005429678906997045,0.0,0.9994816581408182,0.005513869846860568,3.930701812108358,0.39039884010950726,1.6613260507583618,1.754616141319275,-0.716801106929779,7.644282341003418,5.27935266494751,1.8930503129959106,3.6180267333984375,0.5793399810791016,0.14090752601623535
10,5.549999999999909,450,0.0,False,0.2299794852733612,0.013985320925712585,1.2469196319580078,0.2363486886024475,-0.1646137237548828,0.00785138935316354,0.01953125,0.9943086206912994,0.06323182675987482,1.8872571289539337,0.9115235358476639,-0.1646137237548828,0.4209137260913849,-1.7943503856658936,2.401444673538208,1.9078861474990845,1.048769474029541,2.072499990463257,0.94752436876297,0.8389257192611694
11,21.85100000000003,149,0.0,True,-1.4468715190887451,1.9356577396392822,1.0866587162017822,-0.4795859754085541,1.3753031492233276,-0.0005592378244424859,0.0,1.0005924701690674,0.007990436938901743,3.8136630853017173,0.5971043705940247,1.3753031492233276,1.694602131843567,-1.0808237791061401,7.933045387268066,5.150249004364014,1.8551380634307861,3.7749452590942383,0.5931859016418457,0.16558325290679932
12,21.849000000000018,151,0.0,True,-1.907778263092041,2.924177885055542,1.0426568984985352,-0.446210652589798,1.3744524717330933,-0.0008362454051772753,0.0,1.0009502569834392,0.014403487866123518,4.006115198135376,0.733725368976593,1.3744524717330933,1.4611598253250122,-0.6730532646179199,6.2874603271484375,5.279918670654297,1.745909333229065,3.905466318130493,0.720632016658783,0.29959040880203247
13,5.5499999999999305,450,0.0,False,0.3954952359199524,0.012349162250757217,1.3459241390228271,0.4009968638420105,-0.3036058843135834,-0.0005225858185440302,0.0,1.0011516585946083,0.03134076134301722,2.682332366704941,0.6877104118466377,-0.3036058843135834,0.530968427658081,-1.5032747983932495,3.092512607574463,2.5954091548919678,0.8860893845558167,2.899015188217163,0.7960366606712341,0.6409273147583008
14,21.825999999999986,174,0.0,True,-0.7964777946472168,1.6555938720703125,1.0199185609817505,0.030809182673692703,0.9501878619194031,-0.0016607958047340314,0.0,1.0017283360163372,0.010958146303892136,4.233808199564616,1.0469082991282146,0.9501878619194031,1.8196097612380981,-1.8894308805465698,7.224761009216309,5.192228317260742,2.1341841220855713,4.242040157318115,1.0519425868988037,0.27306973934173584
15,21.78099999999996,219,0.0,True,-0.3748144209384918,1.433486819267273,1.0969685316085815,0.3413805067539215,0.8556796908378601,-0.0008505857549607754,0.0,1.001194104552269,0.024712366983294487,3.1837453842163086,0.9700109362602234,0.8556796908378601,2.0715949535369873,-1.7749137878417969,9.377603530883789,3.932692766189575,2.389190196990967,3.0770132541656494,0.9777158498764038,0.24818968772888184
16,21.916000000000007,84,0.0,True,-2.8083226680755615,7.184764862060547,0.9730345010757446,0.7835732698440552,2.8156614303588867,-0.005954915191978216,0.0,1.006162166595459,0.01832140376791358,4.8403565883636475,0.5490847826004028,2.8156614303588867,2.4588687419891357,-0.15826138854026794,9.593650817871094,7.503428936004639,2.6957178115844727,4.687767505645752,0.5440841317176819,0.16800284385681152
17,21.838000000000008,162,0.0,True,-1.033312439918518,1.4020159244537354,1.1405171155929565,-0.33287474513053894,1.4839340448379517,0.002352023003671396,0.0,0.9979502161343893,0.023511289308468502,3.2582741578420005,1.1111105680465698,1.4839340448379517,1.7752556800842285,-0.9906899333000183,6.578549385070801,4.621510028839111,2.140988349914551,3.13757586479187,1.100813865661621,0.3124675154685974
18,5.549999999999873,450,0.0,False,0.8025317788124084,0.2390478551387787,0.8280802965164185,0.9216417074203491,-0.29802295565605164,0.0008226924110203981,0.0,0.9996328875422478,0.026280986610800028,2.5524072349071503,0.5707388371229172,-0.29802295565605164,0.45867887139320374,-2.0800981521606445,2.1435797214508057,2.362499952316284,0.8433082699775696,2.6605231761932373,0.6100864410400391,0.7041683197021484
19,21.92000000000001,80,0.0,True,-3.4545822143554688,8.446803092956543,0.9692939519882202,0.768334686756134,2.8543262481689453,0.0006122272461652756,0.0,0.999398410320282,0.004346096888184547,4.956984996795654,0.7912951707839966,2.8543262481689453,2.499429941177368,-0.07507093250751495,8.50422191619873,7.754438877105713,2.716370105743408,4.900113105773926,0.7184734344482422,0.15334975719451904
20,21.668999999999993,331,0.0,True,-0.3134732246398926,0.2969692349433899,1.1084444522857666,-0.1655428260564804,0.28833261132240295,-0.004852053709328175,0.0026041666666666665,1.0062408248583476,0.04735929984599352,3.6802719036738076,1.053052584330241,0.28833261132240295,1.3458054065704346,-1.9781887531280518,5.443452835083008,3.861692428588867,1.8978053331375122,3.5733602046966553,1.0632658004760742,0.497123658657074
21,5.5499999999999865,450,0.0,False,0.5168007016181946,0.0397612564265728,1.2365992069244385,0.5360630750656128,-0.2846021354198456,-0.00028610555455088615,0.0,1.0012888386845589,0.04240997601300478,2.6241194009780884,0.4738115631043911,-0.2846021354198456,0.4064105451107025,-1.7647936344146729,1.5751020908355713,2.560490846633911,0.6141583919525146,2.8450927734375,0.5653826594352722,0.5621057748794556
22,21.826000000000043,174,0.0,True,-0.7255308628082275,1.3867764472961426,0.9707014560699463,-0.03262798860669136,0.9363909363746643,-0.0007490747860477617,0.0,1.0008395910263062,0.012400701797256867,4.830513000488281,0.8029539585113525,0.9363909363746643,1.5974377393722534,-1.31541109085083,4.90273904800415,5.757136344909668,1.7953914403915405,4.820744514465332,0.8101060390472412,0.20835667848587036
