episode,reward,steps,success
1,-0.45000000000000034,450,False
2,5.549999999999855,450,False
3,-0.45000000000000034,450,False
4,0.5499999999999996,450,False
5,0.5499999999999996,450,False
6,-0.45000000000000034,450,False
7,21.964000000000006,36,True
8,-0.45000000000000034,450,False
9,-0.45000000000000034,450,False
10,-0.45000000000000034,450,False
11,5.549999999999856,450,False
12,-0.45000000000000034,450,False
13,5.549999999999857,450,False
14,-0.45000000000000034,450,False
15,5.549999999999857,450,False
16,0.5499999999999996,450,False
17,-0.45000000000000034,450,False
18,21.978,22,True
19,-0.45000000000000034,450,False
20,5.549999999999855,450,False
21,-0.45000000000000034,450,False
22,0.5499999999999996,450,False
23,21.978000000000005,22,True
24,-0.45000000000000034,450,False
25,-0.45000000000000034,450,False
26,-0.45000000000000034,450,False
27,-0.45000000000000034,450,False
28,-0.45000000000000034,450,False
29,-0.45000000000000034,450,False
30,-0.45000000000000034,450,False
31,21.956000000000003,44,True
32,-0.45000000000000034,450,False
33,-0.45000000000000034,450,False
34,-0.45000000000000034,450,False
35,5.549999999999857,450,False
36,-0.45000000000000034,450,False
37,-0.45000000000000034,450,False
38,-0.45000000000000034,450,False
39,-0.45000000000000034,450,False
40,-0.45000000000000034,450,False
41,-0.45000000000000034,450,False
42,-0.45000000000000034,450,False
43,-0.45000000000000034,450,False
44,-0.45000000000000034,450,False
45,-0.45000000000000034,450,False
46,-0.45000000000000034,450,False
47,-0.45000000000000034,450,False
48,-0.45000000000000034,450,False
49,5.549999999999856,450,False
50,-0.45000000000000034,450,False
51,21.956000000000003,44,True
52,-0.45000000000000034,450,False
53,-0.45000000000000034,450,False
54,-0.45000000000000034,450,False
55,21.950000000000003,50,True
56,-0.45000000000000034,450,False
57,-0.45000000000000034,450,False
58,5.549999999999856,450,False
59,-0.45000000000000034,450,False
60,-0.45000000000000034,450,False
61,-0.45000000000000034,450,False
62,-0.45000000000000034,450,False
63,-0.45000000000000034,450,False
64,21.978,22,True
65,-0.45000000000000034,450,False
66,-0.45000000000000034,450,False
67,-0.45000000000000034,450,False
68,0.5499999999999996,450,False
69,-0.45000000000000034,450,False
70,-0.45000000000000034,450,False
71,-0.45000000000000034,450,False
72,-0.45000000000000034,450,False
73,-0.45000000000000034,450,False
74,-0.45000000000000034,450,False
75,0.5499999999999996,450,False
76,21.974000000000004,26,True
77,5.549999999999855,450,False
78,-0.45000000000000034,450,False
79,21.956000000000003,44,True
80,-0.45000000000000034,450,False
81,-0.45000000000000034,450,False
82,-0.45000000000000034,450,False
83,0.5499999999999996,450,False
84,21.964000000000006,36,True
85,21.95000000000001,50,True
86,-0.45000000000000034,450,False
87,-0.45000000000000034,450,False
88,-0.45000000000000034,450,False
89,-0.45000000000000034,450,False
90,-0.45000000000000034,450,False
91,-0.45000000000000034,450,False
92,-0.45000000000000034,450,False
93,-0.45000000000000034,450,False
94,-0.45000000000000034,450,False
95,-0.45000000000000034,450,False
96,-0.45000000000000034,450,False
97,-0.45000000000000034,450,False
98,21.952000000000005,48,True
99,-0.45000000000000034,450,False
100,-0.45000000000000034,450,False
