episode,action_0,action_1,action_2,action_3,action_4
1145,37,36,192,90,95
1146,60,40,141,101,108
1147,65,47,148,94,96
1148,57,41,137,119,96
1149,12,10,220,92,116
1150,94,68,107,104,77
1151,44,20,191,102,93
1152,37,30,174,110,99
1153,76,36,145,119,74
1154,17,21,216,110,86
1155,48,33,172,109,88
1156,75,47,144,101,83
1157,43,31,100,63,35
1158,23,8,256,80,83
1159,36,17,193,111,93
1160,127,41,139,90,53
1161,11,11,297,56,75
1162,58,14,250,60,68
1163,29,21,206,99,95
1164,115,31,116,104,84
1165,86,64,110,107,83
1166,194,50,65,98,43
1167,132,67,88,95,68
1168,159,63,83,88,57
1169,160,59,83,95,53
1170,142,72,88,93,55
1171,128,61,103,80,78
1172,96,92,102,93,67
1173,115,82,84,95,74
1174,146,77,89,67,71
1175,118,76,86,104,66
1176,123,64,97,104,62
1177,145,60,88,90,67
1178,133,63,85,101,68
1179,120,63,85,101,81
1180,134,42,93,109,72
1181,88,20,150,104,88
1182,128,39,121,114,48
1183,113,25,132,127,53
1184,84,24,140,135,67
1185,9,1,273,79,88
1186,26,13,209,103,99
1187,129,41,106,120,54
1188,72,28,149,134,67
1189,97,33,133,125,62
1190,69,35,147,119,80
1191,76,38,144,122,70
1192,68,24,151,138,69
1193,41,19,167,134,89
1194,85,31,130,127,77
1195,132,49,96,117,56
1196,136,35,107,119,53
1197,37,21,170,125,97
1198,155,36,92,119,48
1199,126,38,105,131,50
1200,28,20,161,144,97
1201,73,35,125,131,86
1202,121,36,115,116,62
1203,94,22,117,146,71
1204,41,13,185,146,65
1205,55,27,150,161,57
1206,81,24,154,122,69
1207,71,22,130,157,70
1208,53,34,160,130,73
1209,97,35,105,144,69
1210,50,14,181,123,82
1211,53,25,169,108,95
1212,103,39,115,117,76
1213,46,29,171,131,73
1214,98,52,118,115,67
1215,122,40,93,135,60
1216,58,34,139,143,76
1217,46,28,172,128,76
1218,108,45,112,127,58
1219,48,30,178,131,63
1220,70,30,126,141,77
1221,39,15,167,149,64
1222,11,11,188,167,73
1223,29,9,175,147,90
1224,26,13,179,138,94
1225,33,13,162,152,90
1226,46,17,172,148,67
1227,24,14,176,147,89
1228,85,34,120,142,69
1229,26,20,163,130,111
1230,77,36,123,123,91
1231,41,26,157,144,82
1232,23,11,205,123,88
1233,63,24,158,136,69
1234,47,30,172,136,65
1235,32,26,175,130,87
1236,41,26,178,129,76
1237,53,36,158,120,83
1238,83,31,151,127,58
1239,60,24,140,144,82
1240,50,28,167,138,67
1241,87,51,123,125,64
1242,8,5,260,100,77
1243,57,41,144,124,84
1244,30,16,228,98,78
1245,52,27,163,121,87
1246,22,22,189,113,104
1247,95,47,114,115,79
1248,45,32,169,123,81
1249,97,53,94,114,92
1250,68,41,126,108,107
1251,115,45,110,112,68
1252,81,27,135,122,85
1253,38,18,169,104,121
1254,66,56,135,107,86
1255,71,46,135,99,99
1256,42,17,156,89,146
1257,44,26,176,85,119
1258,145,49,84,100,72
1259,47,28,162,100,113
1260,119,42,118,93,78
1261,57,44,130,111,108
1262,95,41,113,106,95
1263,22,10,258,36,124
1264,138,50,105,92,65
1265,78,40,139,107,86
1266,97,39,131,89,94
1267,87,45,122,118,78
1268,160,66,80,72,72
1269,83,61,114,104,88
1270,129,52,97,89,83
1271,84,45,141,85,95
1272,79,44,132,84,85
1273,59,39,159,108,85
1274,112,37,106,94,101
1275,87,23,146,103,91
1276,122,38,115,105,70
1277,37,32,175,85,121
1278,40,17,159,109,125
1279,66,28,143,102,111
1280,153,41,101,85,70
1281,103,32,123,80,112
1282,82,28,108,87,145
1283,27,19,155,86,163
1284,36,33,165,84,132
1285,59,21,141,85,144
1286,66,25,139,81,139
1287,39,30,157,90,134
1288,96,42,104,98,110
1289,27,11,159,98,155
1290,8,4,197,41,200
1291,89,50,122,93,96
1292,85,66,101,92,100
1293,30,20,167,85,148
1294,149,49,88,90,74
1295,27,18,174,89,142
1296,86,34,124,116,90
1297,30,27,173,85,135
1298,58,41,135,101,115
1299,60,34,135,94,127
1300,104,43,114,81,108
1301,95,43,107,90,115
1302,112,56,100,81,101
1303,111,47,118,84,90
1304,142,57,84,81,86
1305,31,8,171,93,147
1306,34,24,173,96,123
1307,81,38,153,77,101
1308,83,63,109,79,116
1309,147,39,109,89,66
1310,103,30,117,92,108
1311,111,52,99,93,95
1312,131,46,102,82,89
1313,104,28,125,82,79
1314,13,4,241,40,152
1315,65,16,175,60,134
1316,82,23,163,81,101
1317,77,44,137,73,119
1318,165,48,91,92,54
1319,114,26,131,77,102
1320,175,41,97,69,68
1321,194,39,84,76,57
1322,197,50,74,72,57
1323,192,37,77,86,58
1324,147,41,104,82,76
1325,108,17,143,99,83
1326,115,26,126,107,76
1327,196,32,77,89,56
1328,109,27,126,105,83
1329,57,8,179,102,104
1330,72,23,165,98,92
1331,153,45,92,111,49
1332,91,27,158,96,78
1333,143,38,92,104,73
1334,121,54,104,100,71
1335,61,37,168,91,93
1336,144,36,96,105,69
1337,95,37,120,114,84
1338,25,5,217,53,150
1339,125,20,123,97,85
1340,119,31,138,82,80
1341,127,40,136,90,57
1342,165,32,88,107,58
1343,85,31,148,118,68
1344,199,22,101,80,48
1345,39,10,236,73,92
1346,123,58,103,106,60
1347,96,45,124,86,99
1348,55,14,184,94,103
1349,98,33,129,100,90
1350,65,23,165,91,106
1351,104,37,123,99,87
1352,71,35,146,84,106
1353,78,27,142,96,107
1354,99,45,125,99,82
1355,175,44,70,96,65
1356,128,54,100,88,80
1357,193,39,78,75,65
1358,148,75,84,72,71
1359,140,31,112,86,81
1360,190,32,85,79,64
1361,58,31,107,60,81
1362,69,9,189,62,121
1363,109,19,164,68,90
1364,205,26,89,75,55
1365,124,24,135,85,82
1366,227,34,57,83,49
1367,110,35,105,93,107
1368,100,24,137,90,99
1369,172,28,82,107,61
1370,47,12,179,93,119
1371,109,29,130,100,82
1372,31,15,195,77,132
1373,132,43,102,112,61
1374,82,39,136,108,85
1375,199,63,74,76,38
1376,128,38,113,97,74
1377,108,50,113,99,80
1378,157,36,84,109,64
1379,210,60,72,73,35
1380,185,56,66,90,53
1381,110,34,125,101,80
1382,117,38,56,85,46
1383,116,53,105,112,64
1384,79,40,75,79,35
1385,110,61,100,115,64
1386,137,41,101,120,51
1387,61,21,152,134,82
1388,69,28,136,117,100
1389,119,53,104,99,75
1390,43,24,161,108,114
1391,143,32,73,92,56
1392,97,30,106,127,90
1393,99,62,95,104,90
1394,208,41,64,92,45
1395,77,38,90,133,112
1396,164,40,73,116,57
1397,231,28,59,82,50
1398,60,24,154,121,91
1399,78,52,119,129,72
1400,65,27,137,110,111
1401,140,27,102,108,73
1402,63,26,148,115,98
1403,86,42,121,89,112
1404,138,38,88,126,60
1405,202,40,57,102,49
1406,130,66,97,84,73
1407,86,29,128,111,96
1408,86,48,114,119,83
1409,158,50,77,103,62
1410,65,28,137,114,106
1411,191,52,74,83,50
1412,59,40,133,123,95
1413,104,45,127,99,75
1414,240,42,59,75,34
1415,67,45,150,103,85
1416,120,51,87,125,67
1417,81,48,124,126,71
1418,73,30,137,133,77
1419,96,36,117,128,73
1420,127,44,115,108,56
1421,158,42,85,111,54
1422,152,33,59,89,30
1423,138,51,91,110,60
1424,162,60,87,88,53
1425,140,36,45,57,25
1426,234,35,51,101,29
1427,166,50,86,118,30
1428,254,40,46,83,27
1429,146,51,89,105,59
1430,92,26,109,136,87
1431,118,68,85,109,70
1432,146,62,73,105,64
1433,183,46,75,111,35
1434,166,35,88,111,50
1435,178,24,67,124,57
1436,159,46,75,131,39
1437,148,29,90,120,63
1438,170,41,101,94,44
1439,159,43,88,111,49
1440,113,36,94,139,68
1441,147,52,85,99,67
1442,78,19,134,138,81
1443,148,30,98,117,57
1444,139,40,112,109,50
1445,223,32,48,109,38
1446,98,31,105,139,77
1447,217,39,70,83,41
1448,93,22,135,121,79
1449,73,9,138,128,102
1450,240,21,58,84,47
1451,132,31,100,131,56
1452,188,49,67,101,45
1453,265,22,40,82,41
1454,42,9,151,159,89
1455,108,24,129,129,60
1456,174,29,72,124,51
1457,118,15,85,162,70
1458,281,20,40,87,22
1459,32,4,157,111,146
1460,159,12,98,104,77
1461,194,11,75,123,47
1462,228,28,52,92,50
1463,180,27,82,97,64
1464,196,26,74,103,51
1465,277,13,41,62,57
1466,222,18,63,97,50
1467,212,8,65,130,35
1468,246,27,57,92,28
1469,197,18,89,106,40
1470,89,7,126,153,75
1471,31,3,177,78,161
1472,174,38,82,79,55
1473,84,15,116,111,124
1474,282,16,38,75,39
1475,261,20,56,65,48
1476,149,12,111,103,75
1477,115,13,119,113,90
1478,136,16,54,52,44
1479,174,22,100,67,87
1480,192,13,94,65,86
1481,181,24,107,67,71
1482,220,24,90,67,49
1483,195,18,92,77,68
1484,209,17,85,86,53
1485,297,15,53,57,28
1486,272,2,90,47,39
1487,322,19,32,50,27
1488,190,15,112,68,65
1489,283,15,56,53,43
1490,291,6,71,43,39
1491,182,9,112,80,67
1492,261,9,62,49,69
1493,210,11,89,71,69
1494,268,38,46,67,31
1495,129,12,106,90,113
1496,170,6,88,78,108
1497,186,24,94,66,80
1498,163,14,88,84,101
1499,180,20,85,84,81
1500,138,18,109,101,84
1501,258,18,55,78,41
1502,204,34,60,86,66
1503,291,15,41,66,37
1504,228,19,80,59,64
1505,179,11,111,68,81
1506,250,19,61,79,41
1507,42,6,73,49,66
1508,24,1,190,87,148
1509,22,3,165,78,182
1510,109,17,132,80,112
1511,133,20,114,99,84
1512,63,14,161,92,120
1513,22,6,195,47,180
1514,59,11,145,64,171
1515,161,33,107,65,84
1516,57,9,70,46,63
1517,196,13,61,95,85
1518,56,7,137,96,154
1519,127,14,117,69,123
1520,231,10,61,68,80
1521,193,23,72,71,91
1522,137,4,94,92,123
1523,230,24,53,77,66
1524,36,4,134,64,212
1525,176,24,86,75,89
1526,237,23,62,73,55
1527,140,12,109,98,91
1528,90,10,80,50,46
1529,50,3,167,61,169
1530,157,8,110,71,104
1531,290,12,44,55,49
1532,49,1,175,59,166
1533,163,24,104,70,89
1534,176,8,108,67,91
1535,69,7,133,79,162
1536,199,17,83,73,78
1537,272,18,56,64,40
1538,95,14,116,86,139
1539,178,23,97,79,73
1540,148,10,112,97,83
1541,152,9,101,93,95
1542,196,15,89,74,76
1543,162,13,119,68,88
1544,260,16,52,72,50
1545,48,3,179,54,166
1546,102,11,156,75,106
1547,144,19,118,88,81
1548,90,6,154,89,111
1549,90,5,161,79,115
1550,216,31,80,71,52
1551,186,8,122,67,67
1552,216,16,82,76,60
1553,284,16,65,49,36
1554,299,11,57,46,37
1555,250,18,81,55,46
1556,164,11,132,61,82
1557,127,7,163,65,88
1558,172,6,123,75,74
1559,66,2,236,71,75
1560,205,9,117,63,56
1561,267,24,57,71,31
1562,278,16,51,61,44
1563,189,10,106,82,63
1564,248,4,77,59,62
1565,59,1,187,83,120
1566,190,8,100,81,71
1567,193,21,81,92,63
1568,108,7,132,78,125
1569,138,19,101,100,92
1570,214,10,88,63,75
1571,196,10,92,78,74
1572,241,22,66,76,45
1573,224,12,80,69,65
1574,33,1,151,55,210
1575,309,9,40,43,49
1576,127,4,112,81,126
1577,123,8,126,83,110
1578,166,18,117,87,62
1579,144,8,116,70,112
1580,266,10,62,73,39
1581,291,13,45,61,40
1582,143,19,103,84,101
1583,104,9,131,73,133
1584,237,14,73,72,54
1585,302,11,48,50,39
1586,205,17,77,91,60
1587,235,8,83,53,71
1588,187,7,96,71,89
1589,297,9,58,49,37
1590,245,6,82,65,52
1591,288,6,61,59,36
1592,324,7,51,47,21
1593,41,5,197,54,153
1594,249,8,64,72,57
1595,245,14,88,71,32
1596,170,9,123,76,72
1597,335,5,41,51,18
1598,168,14,117,88,63
1599,39,0,189,51,171
1600,171,15,119,82,63
1601,191,8,108,82,61
1602,288,6,54,78,24
1603,326,6,35,61,22
1604,344,4,37,46,19
1605,361,3,24,49,13
1606,132,4,136,92,86
1607,145,5,131,95,74
1608,262,6,74,63,45
1609,260,12,71,69,38
1610,164,8,124,78,76
1611,114,6,157,102,71
1612,135,3,146,105,61
1613,59,3,217,93,78
1614,316,11,39,59,25
1615,243,9,72,83,43
1616,167,9,105,102,67
1617,8,0,235,34,173
1618,259,7,60,89,35
1619,241,5,63,102,39
1620,355,1,33,45,16
1621,131,1,135,98,85
1622,257,13,58,74,48
1623,254,3,65,85,43
1624,267,6,64,81,32
1625,181,9,90,108,62
1626,282,4,44,89,31
1627,234,13,59,108,36
1628,222,3,68,122,35
1629,281,0,65,86,18
1630,191,7,46,49,16
1631,248,12,67,95,28
1632,298,10,49,68,25
1633,158,5,127,101,59
1634,339,3,40,45,23
1635,107,3,144,120,76
1636,340,5,37,52,16
1637,162,7,110,113,58
1638,269,9,79,68,25
1639,280,5,68,85,12
1640,157,6,135,104,48
1641,169,8,154,76,43
1642,146,9,132,114,49
1643,202,5,99,105,39
1644,320,4,46,65,15
1645,159,1,161,80,49
1646,229,1,102,91,27
1647,13,1,283,25,128
1648,64,2,191,82,111
1649,4,0,229,20,197
1650,91,2,169,64,124
1651,152,10,129,109,50
1652,185,5,53,52,15
1653,223,12,83,102,30
1654,52,9,184,119,86
1655,83,2,189,115,61
1656,121,14,153,88,74
1657,89,6,54,48,25
1658,50,1,210,78,111
1659,21,1,269,49,110
1660,206,12,113,78,41
1661,137,18,136,101,58
1662,55,4,207,98,86
1663,186,12,136,77,39
1664,229,30,77,80,34
1665,110,11,163,107,59
1666,74,4,192,91,89
1667,54,4,210,94,88
1668,135,21,137,105,52
1669,180,16,114,100,40
1670,58,6,239,79,68
1671,13,1,117,21,49
1672,24,2,246,94,84
1673,63,16,199,84,88
1674,97,5,181,83,73
1675,12,2,285,49,102
1676,8,1,260,28,153
1677,164,18,113,102,53
1678,117,12,173,73,75
1679,126,6,73,54,28
1680,147,6,182,63,52
1681,278,21,60,71,20
1682,355,7,37,37,14
1683,209,4,111,90,36
1684,145,6,157,67,75
1685,273,17,53,46,24
1686,246,2,114,59,29
1687,259,10,73,75,33
1688,172,13,122,88,55
1689,28,0,283,37,102
1690,245,23,81,59,42
1691,277,9,62,66,36
1692,128,15,166,70,71
1693,166,14,129,69,72
1694,307,25,45,55,18
1695,198,11,110,86,45
1696,259,15,73,66,37
1697,315,4,64,55,12
1698,157,9,136,108,40
1699,207,17,99,80,47
1700,172,5,141,88,44
1701,229,4,110,60,47
1702,196,8,119,99,28
1703,28,0,308,33,81
1704,270,10,65,87,18
1705,198,20,128,68,36
1706,201,12,113,87,37
1707,257,12,80,68,33
1708,8,0,332,25,85
1709,118,11,184,86,51
1710,137,11,150,98,54
1711,261,16,77,73,23
1712,242,30,80,62,36
1713,186,8,162,53,41
1714,266,12,90,58,24
1715,226,17,97,80,30
1716,150,16,160,68,56
1717,81,5,246,61,57
1718,265,12,66,71,36
1719,277,15,77,66,15
1720,41,1,277,38,93
1721,8,0,253,30,159
1722,22,6,264,31,127
1723,227,25,88,71,39
1724,240,25,88,68,29
1725,206,32,89,79,44
1726,229,15,80,75,51
1727,218,15,89,65,63
1728,223,25,92,60,50
1729,227,23,83,72,45
1730,284,22,55,57,32
1731,270,12,67,64,37
1732,195,17,111,77,50
1733,177,22,108,39,104
1734,274,11,51,69,45
1735,249,31,54,75,41
1736,210,20,87,74,59
1737,298,17,48,62,25
1738,255,13,75,60,47
1739,28,0,234,29,159
1740,242,7,84,62,55
1741,290,17,59,57,27
1742,50,2,216,69,113
1743,308,21,47,53,21
1744,134,5,154,73,84
1745,84,4,193,28,141
1746,319,18,38,55,20
1747,311,21,43,59,16
1748,280,16,59,57,38
1749,308,16,44,55,27
1750,277,24,60,68,21
1751,197,5,119,55,74
1752,113,2,158,58,119
1753,169,16,128,51,86
1754,142,12,135,50,111
1755,183,13,110,76,68
1756,280,21,54,65,30
1757,206,22,97,74,51
1758,226,14,97,62,51
1759,174,10,122,59,85
1760,189,23,91,73,74
1761,178,30,85,84,73
1762,208,29,91,66,56
1763,173,33,112,62,70
1764,152,16,131,68,83
1765,184,11,99,70,86
1766,232,33,77,79,29
1767,165,19,119,77,70
1768,241,19,83,74,33
1769,59,9,177,38,167
1770,170,15,118,68,79
1771,192,32,95,66,65
1772,177,16,123,48,86
1773,144,11,125,83,87
1774,16,6,226,29,173
1775,158,39,104,72,77
1776,48,8,220,26,148
1777,211,36,80,75,48
1778,155,29,120,74,72
1779,141,24,105,84,96
1780,216,37,72,65,60
1781,191,33,105,63,58
1782,159,26,142,37,86
1783,139,19,130,76,86
1784,198,45,76,75,56
1785,95,24,171,64,96
1786,201,9,109,54,77
1787,242,37,70,62,39
1788,32,0,255,38,125
1789,80,4,67,36,29
1790,283,20,53,66,28
1791,275,10,77,45,43
1792,75,3,204,38,130
1793,74,6,198,46,126
1794,238,20,70,80,42
1795,255,24,72,67,32
1796,186,15,124,63,62
1797,239,6,115,45,45
1798,244,19,98,56,33
1799,217,18,110,58,47
1800,262,16,80,57,35
1801,276,17,70,51,36
1802,193,21,105,75,56
1803,238,12,104,61,35
1804,62,2,245,44,97
1805,228,16,106,56,44
1806,249,20,84,55,42
1807,94,10,63,24,49
1808,266,16,80,41,47
1809,126,12,164,68,80
1810,224,23,103,77,23
1811,119,15,173,60,83
1812,152,27,140,73,58
1813,144,16,176,40,74
1814,282,27,72,45,24
1815,53,4,231,42,120
1816,189,36,95,74,56
1817,231,25,84,69,41
1818,202,29,97,69,53
1819,222,13,116,49,50
1820,153,15,137,80,65
1821,53,1,237,36,123
1822,155,16,146,59,74
1823,151,10,159,72,58
1824,178,21,110,92,49
1825,23,3,274,24,126
1826,189,29,102,82,48
1827,258,24,72,63,33
1828,204,24,115,73,34
1829,20,0,358,15,57
1830,141,20,157,72,60
1831,97,16,203,57,77
1832,88,13,210,60,79
1833,47,8,272,45,78
1834,145,19,151,74,61
1835,185,28,85,109,43
1836,172,16,128,68,66
1837,30,4,274,34,108
1838,95,7,202,70,76
1839,107,20,161,87,75
1840,79,9,217,71,74
1841,205,19,94,89,43
1842,217,21,104,64,44
1843,85,6,225,57,77
1844,44,4,85,32,29
1845,238,19,95,66,32
1846,140,5,199,57,49
1847,200,10,128,65,47
1848,224,8,105,75,38
1849,71,7,255,39,78
1850,149,7,188,55,51
1851,70,9,252,51,68
1852,240,17,97,54,42
1853,125,9,196,53,62
1854,120,7,184,67,72
1855,224,19,101,65,41
1856,13,1,354,13,69
1857,132,13,159,84,62
1858,110,2,72,49,27
1859,26,2,251,41,130
1860,206,23,105,56,60
1861,145,12,159,59,75
1862,125,8,189,60,68
1863,29,1,272,36,112
1864,42,1,264,37,106
1865,9,1,302,11,127
1866,244,11,90,71,34
1867,212,12,110,73,43
1868,90,10,79,44,26
1869,135,7,140,59,24
1870,192,11,139,75,33
1871,241,4,104,70,31
1872,211,5,149,56,29
1873,277,6,81,58,28
1874,232,10,118,58,32
1875,266,21,70,68,25
1876,233,21,89,77,30
1877,90,10,92,52,33
1878,229,13,68,60,20
1879,126,3,204,68,49
1880,231,15,110,54,40
1881,221,21,94,80,34
1882,221,11,102,87,29
1883,41,5,297,37,70
1884,212,6,146,47,39
1885,156,12,93,28,24
1886,136,8,189,59,58
1887,177,6,157,69,41
1888,129,8,203,57,53
1889,182,20,128,71,49
1890,160,5,153,52,44
1891,196,16,127,82,29
1892,8,0,334,27,81
1893,121,3,219,53,54
1894,94,3,234,56,63
1895,48,2,263,41,96
1896,176,11,174,55,34
1897,15,3,317,35,80
1898,125,8,192,51,74
1899,151,22,148,78,51
1900,110,4,261,30,45
1901,238,11,107,71,23
1902,211,11,125,76,27
1903,70,1,291,25,63
1904,148,9,191,58,44
1905,122,8,193,77,50
1906,188,13,140,76,33
1907,8,0,336,12,94
1908,117,17,159,84,73
1909,29,1,312,29,79
1910,53,5,257,53,82
1911,29,1,313,23,84
1912,62,11,73,38,22
1913,134,23,144,101,48
1914,44,3,277,40,86
1915,128,19,154,89,60
1916,114,14,170,101,51
1917,62,6,245,66,71
1918,96,14,198,88,54
1919,8,0,357,10,75
1920,92,20,152,90,52
1921,24,0,99,19,32
1922,94,0,232,70,54
1923,63,3,249,51,84
1924,35,3,293,23,96
1925,124,9,198,73,46
1926,96,17,162,95,30
1927,41,0,286,44,79
1928,122,11,176,92,49
1929,95,7,207,51,90
1930,94,19,130,76,45
1931,96,12,131,96,58
1932,77,2,252,58,61
1933,90,3,228,56,73
1934,52,1,185,39,62
1935,77,2,234,57,80
1936,76,5,106,34,52
1937,122,10,173,71,74
1938,52,0,258,45,95
1939,100,0,214,51,85
1940,97,6,196,62,89
1941,126,2,200,49,73
1942,143,12,175,46,74
1943,146,6,154,76,68
1944,81,2,193,59,68
1945,137,1,193,55,64
1946,71,3,65,27,21
1947,136,0,223,35,56
1948,109,12,176,75,78
1949,106,4,210,43,87
1950,142,3,148,79,78
1951,186,7,116,90,51
1952,105,1,169,68,107
1953,200,8,124,60,58
1954,174,12,116,79,69
1955,204,4,100,83,59
1956,233,7,89,66,55
1957,194,11,93,91,61
1958,187,11,107,86,59
1959,169,12,134,93,42
1960,150,8,132,105,55
1961,108,12,114,89,43
1962,147,4,152,100,47
1963,64,5,253,52,76
1964,137,5,183,77,48
1965,122,14,156,99,59
1966,103,11,180,85,71
1967,100,5,212,95,38
1968,4,0,334,25,87
1969,87,12,155,129,67
1970,61,1,249,47,92
1971,88,12,175,113,62
1972,81,9,204,82,74
1973,158,9,134,104,45
1974,131,4,143,122,50
1975,38,6,135,96,43
1976,27,4,293,33,93
1977,81,7,189,111,62
1978,49,8,223,86,84
1979,84,4,208,76,78
1980,36,0,249,55,110
1981,129,13,139,118,51
1982,93,9,106,82,30
1983,100,19,136,135,60
1984,32,0,259,50,109
1985,12,0,258,25,155
1986,141,24,119,116,50
1987,121,20,140,111,58
1988,171,4,117,100,58
1989,126,30,82,96,34
1990,60,0,189,54,147
1991,49,5,194,50,152
1992,157,10,99,120,64
1993,112,4,86,80,48
1994,193,3,78,137,39
1995,198,9,97,95,51
1996,168,11,113,101,57
1997,136,10,121,112,71
1998,187,8,91,114,50
1999,137,3,126,109,75
2000,173,9,113,90,65
2001,181,16,98,92,63
2002,139,38,115,104,54
2003,193,10,85,120,42
2004,191,17,82,118,42
2005,147,15,73,117,52
2006,107,3,121,134,85
2007,23,0,40,35,16
2008,125,11,123,133,58
2009,138,5,137,123,47
2010,122,9,138,110,71
2011,120,3,138,117,72
2012,98,21,141,115,75
2013,102,14,125,142,67
2014,107,5,143,138,57
2015,59,3,199,112,77
2016,93,6,166,134,51
2017,32,0,36,43,27
2018,128,12,97,151,62
2019,82,0,152,137,79
2020,80,3,155,124,88
2021,63,13,147,144,83
2022,100,1,111,130,108
2023,82,3,71,107,49
2024,69,3,121,134,123
2025,44,0,122,99,185
2026,104,16,76,118,47
2027,141,20,86,150,53
2028,93,3,120,138,96
2029,95,12,110,128,105
2030,70,30,115,119,63
2031,103,23,118,132,74
2032,23,4,60,44,13
2033,56,4,75,90,23
2034,84,8,110,125,40
2035,36,0,69,75,41
2036,69,1,160,152,68
2037,61,0,158,164,67
2038,49,0,178,163,60
2039,79,3,156,135,77
2040,47,3,82,85,42
2041,116,6,122,148,58
2042,16,0,237,95,102
2043,107,9,122,149,63
2044,28,0,75,90,37
2045,68,12,190,124,56
2046,34,3,151,113,50
2047,19,1,254,115,61
2048,78,4,177,143,48
2049,35,1,228,102,84
2050,35,2,192,138,83
2051,56,12,192,106,84
2052,34,6,68,59,17
2053,38,2,159,89,68
2054,59,2,194,115,80
2055,81,8,173,128,60
2056,140,11,115,141,43
2057,74,2,191,107,76
2058,52,4,137,117,51
2059,57,4,204,120,65
2060,52,4,186,142,61
2061,28,1,81,75,34
2062,21,1,47,38,5
2063,20,0,94,52,31
2064,20,0,243,109,78
2065,19,1,262,104,64
2066,47,3,145,89,47
2067,57,4,204,132,53
2068,38,3,213,148,48
2069,17,1,84,29,35
2070,77,2,192,75,57
2071,42,1,245,94,68
2072,123,2,180,101,44
2073,28,1,235,98,88
2074,114,2,128,85,28
2075,57,3,249,52,89
2076,69,1,128,63,34
2077,108,4,165,83,90
2078,85,0,211,76,78
2079,56,1,33,30,18
2080,103,4,84,90,27
2081,184,3,133,87,43
2082,184,3,124,97,42
2083,81,5,190,106,68
2084,132,3,135,119,61
2085,117,6,188,88,51
2086,153,2,144,86,65
2087,73,6,191,95,85
2088,99,20,156,122,53
2089,80,8,116,70,40
2090,97,9,182,110,48
2091,50,2,112,61,29
2092,63,3,108,77,33
2093,49,4,230,114,53
2094,31,0,94,58,29
2095,44,0,152,74,33
2096,16,0,286,53,85
2097,35,0,264,74,77
2098,66,0,207,114,63
2099,69,1,54,49,16
2100,86,6,203,115,40
2101,32,0,75,39,15
2102,80,2,242,72,54
2103,82,2,220,102,44
2104,58,2,176,73,44
2105,124,7,180,96,43
2106,61,2,242,108,37
2107,47,4,268,83,48
2108,61,0,249,94,46
2109,66,2,229,106,47
2110,105,6,187,117,35
2111,56,0,149,75,37
2112,139,0,167,108,36
2113,123,7,175,95,50
2114,40,1,281,41,87
2115,85,3,186,94,82
2116,109,5,142,92,42
2117,86,2,210,59,81
2118,31,3,143,41,32
2119,126,3,189,80,52
2120,38,0,278,72,62
2121,55,2,232,85,76
2122,28,0,297,39,86
2123,97,5,184,92,51
2124,138,6,165,106,35
2125,118,14,140,119,59
2126,73,2,176,83,47
2127,54,1,255,86,54
2128,170,3,85,111,25
2129,174,11,118,113,34
2130,135,9,141,128,37
2131,209,3,93,122,23
2132,181,2,125,104,38
2133,79,4,99,125,27
2134,55,3,186,85,53
2135,45,2,170,128,34
2136,77,2,204,125,42
2137,48,0,231,113,58
2138,83,1,176,137,53
2139,134,4,135,137,40
2140,25,1,263,87,74
2141,122,5,110,180,33
2142,99,3,149,143,56
2143,150,12,102,148,38
2144,150,10,103,141,46
2145,68,4,201,107,70
2146,95,6,170,133,46
2147,90,11,82,108,22
2148,63,6,166,173,42
2149,114,5,140,168,23
2150,36,4,26,29,4
2151,112,11,130,167,30
2152,62,6,197,150,35
2153,4,0,301,80,65
2154,62,2,140,150,32
2155,80,3,174,135,58
2156,67,3,178,169,33
2157,98,19,159,132,42
2158,33,1,58,60,14
2159,21,1,257,78,93
2160,149,10,110,143,38
2161,124,6,125,161,34
2162,97,7,158,149,39
2163,13,1,265,84,87
2164,72,12,170,135,61
2165,77,9,175,146,43
2166,103,4,160,150,33
2167,40,0,225,99,73
2168,42,2,164,101,29
2169,28,0,241,115,66
2170,94,2,200,113,41
2171,21,1,184,54,23
2172,11,0,302,87,50
2173,72,4,140,92,37
2174,42,2,242,125,39
2175,134,4,155,130,27
2176,73,5,199,103,70
2177,135,2,141,135,37
2178,20,0,305,69,56
2179,16,0,320,54,60
2180,100,7,165,133,45
2181,40,4,282,44,80
2182,138,14,130,126,42
2183,64,5,212,102,67
2184,91,5,195,107,52
2185,121,11,151,128,39
2186,102,7,157,135,49
2187,38,2,276,67,67
2188,81,14,186,118,51
2189,115,20,132,152,31
2190,109,3,160,124,54
2191,144,7,135,131,33
2192,118,2,141,141,48
2193,61,2,175,130,82
2194,164,3,115,132,36
2195,66,7,64,94,20
2196,70,1,166,159,54
2197,116,8,126,165,23
2198,164,2,105,158,21
2199,173,3,103,145,26
2200,54,2,218,125,51
2201,126,6,142,148,28
2202,85,5,58,100,20
2203,103,13,151,136,47
2204,205,3,65,153,24
2205,87,4,144,179,36
2206,133,7,134,164,12
2207,90,7,162,163,28
2208,62,6,157,114,35
2209,35,0,179,171,65
2210,27,3,100,85,18
2211,20,4,71,41,11
2212,59,6,195,142,48
2213,56,3,214,122,55
2214,46,4,218,131,51
2215,39,2,244,114,51
2216,26,2,51,56,14
2217,97,11,156,145,41
2218,123,8,132,151,36
2219,18,2,53,48,12
