episode,reward,steps,epsilon,success,policy_loss,value_loss,entropy,total_loss,mean_advantage,approx_kl_mean,clip_frac_mean,ratio_mean,ratio_std,v_mean,v_std,raw_adv_mean,raw_adv_std,raw_adv_min,raw_adv_max,returns_mean,returns_std,values_old_mean,values_old_std,explained_variance
1,-0.45000000000000034,450,0.0,False,0.010281793773174286,8.330966011271812e-06,1.6086945533752441,0.008677264675498009,-0.009586581028997898,-0.0001043837983161211,0.0,1.000366449356079,0.019221172435209155,-0.051983906887471676,0.00014424827895709313,-0.009586581028997898,0.0012838392285630107,-0.010394016280770302,-0.0006287954747676849,-0.05046263337135315,0.0012743788538500667,-0.040876053273677826,0.000181301380507648,-0.008704662322998047
2,0.5499999999999996,450,0.0,False,0.008659131824970245,0.0007153983460739255,1.6082954406738281,0.007408536039292812,0.028612136840820312,0.002556008519604802,0.0,0.9976552277803421,0.017833218909800053,-0.014542748569510877,0.00011860499580507167,0.028612136840820312,0.13371315598487854,-0.009368381462991238,0.9921442866325378,-0.017513010650873184,0.13371716439723969,-0.0461251474916935,0.00016287558537442237,6.0498714447021484e-05
3,2.5500000000000216,450,0.0,False,0.012945689260959625,0.00831645168364048,1.6055727005004883,0.01549834106117487,0.091074138879776,0.005080472445115447,0.0,0.995410867035389,0.028843415901064873,0.0750233312137425,0.0002747672551777214,0.091074138879776,0.29056406021118164,-0.01379406824707985,1.9866549968719482,0.07070531696081161,0.2905921936035156,-0.02036881446838379,0.00016006450459826738,0.0001938343048095703
4,5.549999999999985,450,0.0,False,0.029108501970767975,0.04199431091547012,1.597683310508728,0.04850797355175018,0.19373664259910583,0.010835775407031178,0.0,0.9910009950399399,0.05199923785403371,0.31632012873888016,0.0003002195262524765,0.19373664259910583,0.6078218221664429,-0.031982503831386566,3.92254638671875,0.2798915505409241,0.6078432202339172,0.08615491539239883,0.0002046989102382213,7.039308547973633e-05
5,-0.45000000000000034,450,0.0,False,0.07358551025390625,0.0003913628461305052,1.5991861820220947,0.07218200713396072,-0.06818383187055588,-0.003714044811204076,0.0,1.004123494029045,0.022677669068798423,0.204398050904274,0.00028682922675216105,-0.06818383187055588,0.008907102979719639,-0.07172009348869324,-0.0044789910316467285,0.25230780243873596,0.00885543879121542,0.32049161195755005,0.0004419191973283887,-0.0115736722946167
6,0.5499999999999996,450,0.0,False,0.05526238679885864,0.000363095139618963,1.5987482070922852,0.05384518578648567,-0.016089940443634987,0.0016546694096177816,0.0,0.9983912333846092,0.00917040416970849,0.21668093651533127,0.00025316292521893047,-0.016089940443634987,0.13319061696529388,-0.056284643709659576,0.9443227648735046,0.2134350836277008,0.133332759141922,0.22952501475811005,0.00031975744059309363,0.0021317005157470703
7,0.5499999999999996,450,0.0,False,0.049626462161540985,0.0007184415590018034,1.598003625869751,0.04838768020272255,-0.010810871608555317,-0.0007112340535968542,0.0,1.0007696449756622,0.010180570650845766,0.18065852485597134,0.00016444492393929977,-0.010810871608555317,0.13327787816524506,-0.05023881793022156,0.9502682685852051,0.18618103861808777,0.13327251374721527,0.1969919055700302,0.00017320408369414508,-7.998943328857422e-05
8,0.5499999999999996,450,0.0,False,0.03913717716932297,0.00029217643896117806,1.59877610206604,0.03768448904156685,-0.009478887543082237,0.0016728646587580442,0.0,0.9983790293335915,0.0087259640567936,0.1713110115379095,0.00029446765620377846,-0.009478887543082237,0.1333046853542328,-0.04898955300450325,0.9511188864707947,0.17823272943496704,0.1333698034286499,0.18771162629127502,0.0003174219746142626,0.0009769201278686523
9,2.550000000000026,450,0.0,False,0.027269450947642326,0.01311192661523819,1.5855059623718262,0.03223990648984909,0.06841572374105453,0.0009714816696941853,0.0,1.0010289400815964,0.058630459010601044,0.2826048694550991,0.00043812376679852605,0.06841572374105453,0.28897610306739807,-0.045930154621601105,1.954332709312439,0.23705685138702393,0.2891075611114502,0.1686411201953888,0.00031789130298420787,0.0009090900421142578
10,5.549999999999928,450,0.0,False,0.06887464225292206,0.03185390681028366,1.5652153491973877,0.08323638141155243,0.1619797945022583,-0.010459287324920297,0.10546875,1.0171992555260658,0.10062666516751051,0.5137716345489025,0.0005792859737994149,0.1619797945022583,0.5737556219100952,-0.0649295449256897,3.3723843097686768,0.4447987973690033,0.5737351179122925,0.2828189730644226,0.00033903963048942387,-7.140636444091797e-05
11,0.5499999999999996,450,0.0,False,0.04780689254403114,0.0009617391042411327,1.5781924724578857,0.0467095673084259,-0.05193134769797325,0.006056746933609247,0.0,0.995049737393856,0.040934549644589424,0.3380167558789253,0.0002814539511746261,-0.05193134769797325,0.13365274667739868,-0.09185422211885452,0.9090285301208496,0.386543869972229,0.13363763689994812,0.43847522139549255,0.00045075215166434646,-0.0002257823944091797
12,0.5499999999999996,450,0.0,False,0.08266254514455795,7.0920170401223e-05,1.5821008682250977,0.08111590147018433,-0.04079565405845642,-0.0014557561371475458,0.0,1.0016251355409622,0.016578752314671874,0.332119457423687,0.0003774858996621333,-0.04079565405845642,0.13310903310775757,-0.0820322185754776,0.9178916215896606,0.34099081158638,0.13324551284313202,0.3817864656448364,0.0004155563365202397,0.002048015594482422
13,0.5499999999999996,450,0.0,False,0.051450394093990326,0.00017240189481526613,1.5823659896850586,0.04995422810316086,-0.030657172203063965,-0.0012953884433954954,0.0,1.0014535337686539,0.01565178483724594,0.27689044922590256,0.0003051297135243658,-0.030657172203063965,0.13321268558502197,-0.07127052545547485,0.9289809465408325,0.2886934280395508,0.1332792192697525,0.31935060024261475,0.0003517759614624083,0.00099867582321167
14,0.5499999999999996,450,0.0,False,0.05896500498056412,0.00022339486167766154,1.587360143661499,0.057489342987537384,-0.021926935762166977,0.0027067402843385935,0.0,0.9974708557128906,0.017454627784900367,0.23299061879515648,0.00026573303148325067,-0.021926935762166977,0.133254736661911,-0.06222888454794884,0.9389675855636597,0.24353516101837158,0.13325051963329315,0.26546210050582886,0.0003071461687795818,-6.258487701416016e-05
15,2.5500000000000047,450,0.0,False,-0.022126726806163788,0.007491928059607744,1.5715622901916504,-0.019952325150370598,0.059157729148864746,0.005014159018173814,0.0,0.9960811138153076,0.04277555434964597,0.31775322556495667,0.0004931540424877312,0.059157729148864746,0.2932294011116028,-0.0552719309926033,1.9477921724319458,0.2852250933647156,0.2933470606803894,0.22606737911701202,0.00038362847408279777,0.0008022189140319824
16,0.5499999999999996,450,0.0,False,0.07450400292873383,0.00015965013881213963,1.5770281553268433,0.07300680130720139,-0.03365855664014816,-0.000796210253611207,0.0,1.001027449965477,0.02025400847196579,0.28127918019890785,0.0003668521349027287,-0.03365855664014816,0.13321071863174438,-0.07480620592832565,0.9263907074928284,0.30419921875,0.1331789791584015,0.33785781264305115,0.0003548096283338964,-0.00047588348388671875
17,0.5499999999999996,450,0.0,False,0.06331829726696014,6.010912329657003e-05,1.5793788433074951,0.06176897510886192,-0.03515634313225746,0.003077196190133691,0.0,0.9970278665423393,0.010784273035824299,0.24884060956537724,0.00039361273229587823,-0.03515634313225746,0.13096007704734802,-0.06606583297252655,0.9354895353317261,0.25218072533607483,0.13090135157108307,0.2873370349407196,0.00045619482989422977,-0.0008969306945800781
18,-0.45000000000000034,450,0.0,False,0.0514434278011322,0.00033904347219504416,1.5919320583343506,0.05002101883292198,-0.05366768687963486,0.01160489465110004,0.0,0.9897052943706512,0.03999550407752395,0.1567186862230301,0.0001891363299364457,-0.05366768687963486,0.007003633305430412,-0.05660484731197357,-0.003244832158088684,0.1773068755865097,0.006971951574087143,0.23097456991672516,0.0002330466959392652,-0.00890207290649414
19,0.5499999999999997,450,0.0,False,0.04151783138513565,0.000439292227383703,1.596358299255371,0.04014112055301666,-0.0024542375467717648,-0.0022883343044668436,0.0,1.002473123371601,0.017930843867361546,0.13430985063314438,0.0003285135571786668,-0.0024542375467717648,0.13320328295230865,-0.042061757296323776,0.9580955505371094,0.14298763871192932,0.13335905969142914,0.14544187486171722,0.0003578592150006443,0.002335190773010254
20,0.5499999999999996,450,0.0,False,0.03964504599571228,0.0006292058387771249,1.5971477031707764,0.03836250305175781,-0.0012770923785865307,0.0008052636403590441,0.0,0.9992321953177452,0.008410997106693685,0.1318040955811739,0.00017976593517232686,-0.0012770923785865307,0.13346198201179504,-0.04049278050661087,0.9606934785842896,0.1344759166240692,0.13341335952281952,0.13575300574302673,0.00020657609275076538,-0.0007283687591552734
21,0.5499999999999996,450,0.0,False,0.03862946107983589,0.0009355798829346895,1.5990504026412964,0.037498198449611664,-0.00019338926358614117,0.00047160196118056774,0.0,0.9996054768562317,0.010764222970465198,0.1323409304022789,0.00028568731067935005,-0.00019338926358614117,0.13350459933280945,-0.03969961777329445,0.9623399376869202,0.13134750723838806,0.13346564769744873,0.13154089450836182,0.0003361133858561516,-0.0005831718444824219
22,0.5499999999999996,450,0.0,False,0.034352779388427734,0.001043840078637004,1.5989725589752197,0.033275727182626724,-0.002890718402341008,0.0010391983669251204,0.0,0.9989842399954796,0.006289996497798711,0.14066125452518463,0.0003363600808370393,-0.002890718402341008,0.1336641162633896,-0.0398096926510334,0.9606684446334839,0.1296747475862503,0.13375888764858246,0.1325654685497284,0.00031415873672813177,0.0014169812202453613
23,0.5499999999999996,450,0.0,False,0.041221197694540024,0.0004845166695304215,1.5995697975158691,0.039863888174295425,-0.002580059925094247,-1.5182886272668839e-06,0.0,1.0000188574194908,0.005825802742037922,0.13844900391995907,0.0002899370374507271,-0.002580059925094247,0.13330888748168945,-0.041954346001148224,0.9586948156356812,0.14380040764808655,0.13332295417785645,0.1463804692029953,0.0002944325387943536,0.00021153688430786133
24,2.5500000000000034,450,0.0,False,0.0399949848651886,0.009002769365906715,1.5895252227783203,0.04290684312582016,0.07433761656284332,0.0008707200177013874,0.0,1.0003774836659431,0.046146651497110724,0.20120077580213547,0.0002405800623819232,0.07433761656284332,0.36606448888778687,-0.03970389813184738,2.2657759189605713,0.20683835446834564,0.36604735255241394,0.1325007528066635,0.0002790746802929789,-9.34600830078125e-05
25,9.549999999999995,450,0.0,False,0.029390200972557068,0.09321846067905426,1.5522127151489258,0.07444722205400467,0.3195076584815979,0.017826637718826532,0.091796875,0.9923989102244377,0.1358617376536131,0.6137516126036644,0.001660034293308854,0.3195076584815979,0.690104603767395,-0.05621036887168884,3.9590117931365967,0.5495633482933044,0.6902706623077393,0.23005564510822296,0.00044130661990493536,0.00048106908798217773
26,0.5499999999999996,450,0.0,False,0.11525246500968933,0.0005199016304686666,1.570259928703308,0.11394215375185013,-0.07565939426422119,-0.0005250480026006699,0.0,1.004202663898468,0.08359691686928272,0.4662599340081215,0.00044725048792315647,-0.07565939426422119,0.13329756259918213,-0.11891331523656845,0.8816355466842651,0.5212791562080383,0.13337065279483795,0.5969386100769043,0.0005666220095008612,0.0010962486267089844
