episode,reward,steps,success
1,21.737000000000005,263,True
2,5.549999999999895,450,False
3,5.549999999999872,450,False
4,21.630999999999958,369,True
5,-0.45000000000000034,450,False
6,5.5499999999999,450,False
7,21.884,116,True
8,9.549999999999958,450,False
9,21.604000000000084,396,True
10,5.549999999999913,450,False
11,21.724999999999945,275,True
12,5.549999999999891,450,False
13,0.5499999999999997,450,False
14,21.752000000000045,248,True
15,21.701,299,True
16,21.689000000000032,311,True
17,5.549999999999887,450,False
18,5.5499999999999465,450,False
19,5.549999999999897,450,False
20,21.625999999999987,374,True
21,21.57700000000008,423,True
22,21.700000000000017,300,True
23,5.549999999999876,450,False
24,21.620999999999967,379,True
25,21.70199999999996,298,True
26,5.5499999999999,450,False
27,21.638999999999932,361,True
28,21.65500000000002,345,True
29,5.549999999999905,450,False
30,21.67599999999996,324,True
31,5.549999999999879,450,False
32,9.549999999999915,450,False
33,5.549999999999915,450,False
34,21.77900000000008,221,True
35,21.62200000000005,378,True
36,21.67799999999997,322,True
37,5.549999999999879,450,False
38,21.744999999999948,255,True
39,21.681,319,True
40,5.549999999999873,450,False
41,21.54999999999999,450,True
42,21.68999999999994,310,True
43,21.579999999999913,420,True
44,21.662000000000013,338,True
45,5.549999999999936,450,False
46,5.549999999999894,450,False
47,21.66000000000002,340,True
48,5.54999999999992,450,False
49,5.549999999999901,450,False
50,21.71599999999997,284,True
51,21.557000000000034,443,True
52,21.708999999999975,291,True
53,21.806000000000047,194,True
54,5.549999999999875,450,False
55,9.549999999999876,450,False
56,21.85800000000001,142,True
57,9.549999999999978,450,False
58,9.54999999999992,450,False
59,21.778999999999964,221,True
60,5.5499999999998675,450,False
61,21.839000000000063,161,True
62,5.54999999999987,450,False
63,21.73099999999997,269,True
64,21.693000000000055,307,True
65,5.549999999999933,450,False
66,5.549999999999882,450,False
67,5.5499999999999226,450,False
68,5.5499999999998915,450,False
69,9.54999999999999,450,False
70,5.5499999999998755,450,False
71,21.609999999999992,390,True
72,5.549999999999913,450,False
73,21.62899999999996,371,True
74,5.549999999999944,450,False
75,21.68399999999999,316,True
76,5.549999999999962,450,False
77,5.549999999999885,450,False
78,21.603999999999985,396,True
79,9.550000000000018,450,False
80,21.68199999999996,318,True
81,5.549999999999864,450,False
82,21.734999999999985,265,True
83,21.707000000000107,293,True
84,21.596000000000032,404,True
85,21.69600000000003,304,True
86,5.549999999999893,450,False
87,-0.45000000000000034,450,False
88,-0.45000000000000034,450,False
89,5.5499999999999154,450,False
90,21.846000000000018,154,True
91,5.549999999999863,450,False
92,5.549999999999871,450,False
93,-0.45000000000000034,450,False
94,21.646999999999945,353,True
95,21.828,172,True
96,21.86700000000001,133,True
97,21.647999999999996,352,True
98,21.87000000000004,130,True
99,21.76100000000006,239,True
100,5.549999999999962,450,False
