episode,action_0,action_1,action_2,action_3,action_4
1145,56,102,137,105,50
1146,59,110,130,101,50
1147,55,106,133,94,62
1148,55,111,131,99,54
1149,33,63,214,85,55
1150,60,120,125,82,63
1151,29,41,207,100,73
1152,59,85,156,90,60
1153,64,96,144,89,57
1154,43,59,176,98,74
1155,54,90,134,90,82
1156,41,80,140,105,84
1157,28,73,171,116,62
1158,13,10,239,92,96
1159,36,30,196,97,91
1160,41,59,202,104,44
1161,49,78,166,104,53
1162,52,79,166,90,63
1163,38,68,178,106,60
1164,53,54,163,105,75
1165,51,93,158,97,51
1166,43,72,172,105,58
1167,31,60,108,105,41
1168,50,68,195,86,51
1169,35,52,187,82,34
1170,25,44,231,107,43
1171,37,106,157,101,49
1172,24,32,269,79,46
1173,27,21,271,72,59
1174,25,46,114,65,19
1175,24,59,254,71,42
1176,14,15,349,48,24
1177,41,89,209,74,37
1178,21,61,258,70,40
1179,28,60,239,73,50
1180,36,122,183,72,37
1181,18,35,290,65,42
1182,29,83,230,74,34
1183,32,57,232,80,49
1184,49,119,149,97,36
1185,34,121,147,101,47
1186,5,8,357,36,44
1187,22,54,264,81,29
1188,19,30,286,67,48
1189,19,30,270,76,55
1190,49,77,194,84,46
1191,46,60,218,74,52
1192,56,125,136,90,43
1193,17,16,294,57,66
1194,36,86,209,70,49
1195,46,98,105,73,28
1196,38,78,218,79,37
1197,18,43,271,77,41
1198,42,100,197,79,32
1199,41,66,95,79,20
1200,11,32,271,70,66
1201,34,69,194,97,56
1202,45,75,211,81,38
1203,45,67,198,90,50
1204,31,85,185,91,58
1205,51,108,143,87,61
1206,50,154,116,84,46
1207,54,107,127,102,60
1208,34,144,123,96,53
1209,34,58,194,100,64
1210,47,119,133,88,63
1211,30,42,244,63,71
1212,58,136,127,92,37
1213,36,56,217,90,51
1214,54,94,151,99,52
1215,34,83,182,98,53
1216,48,77,162,112,51
1217,50,80,168,87,65
1218,56,64,168,103,59
1219,33,85,187,103,42
1220,47,136,129,86,52
1221,31,70,206,75,68
1222,39,126,146,101,38
1223,39,91,163,105,52
1224,15,22,274,67,72
1225,34,97,169,122,28
1226,33,114,185,86,32
1227,35,143,134,113,25
1228,24,53,246,94,33
1229,28,135,153,113,21
1230,13,32,288,79,38
1231,44,123,151,111,21
1232,13,22,278,92,45
1233,41,65,197,114,33
1234,49,129,138,108,26
1235,16,33,175,81,25
1236,4,9,312,65,60
1237,12,10,275,100,53
1238,26,47,231,109,37
1239,39,133,134,126,18
1240,32,77,161,133,47
1241,31,67,180,146,26
1242,12,32,233,88,48
1243,18,34,253,105,40
1244,11,15,328,47,49
1245,44,119,156,101,30
1246,16,16,291,77,50
1247,46,111,121,106,21
1248,16,23,272,95,44
1249,30,93,179,104,44
1250,35,61,214,95,45
1251,34,99,177,113,27
1252,26,61,210,107,46
1253,38,132,140,104,36
1254,21,69,211,120,29
1255,29,96,167,129,29
1256,3,7,332,42,66
1257,24,48,249,97,32
1258,27,96,181,122,24
1259,37,85,177,112,39
1260,20,20,237,131,42
1261,33,62,72,74,23
1262,24,92,196,103,35
1263,41,101,151,108,49
1264,21,52,213,122,42
1265,23,40,245,86,56
1266,34,113,151,129,23
1267,37,85,161,130,37
1268,40,111,157,106,36
1269,14,66,212,110,48
1270,16,70,233,65,66
1271,32,62,182,134,40
1272,29,62,200,105,54
1273,16,53,235,99,47
1274,26,125,148,124,27
1275,24,64,189,116,57
1276,19,89,189,112,41
1277,15,73,207,132,23
1278,27,154,132,101,36
1279,27,139,149,107,28
1280,19,88,122,71,26
1281,8,35,278,86,43
1282,19,74,205,119,33
1283,13,41,239,103,54
1284,8,52,246,97,47
1285,5,22,253,84,86
1286,3,16,78,38,24
1287,28,105,154,132,31
1288,20,107,175,122,26
1289,35,97,158,117,43
1290,30,142,130,116,32
1291,27,52,109,81,29
1292,28,96,183,108,35
1293,26,93,157,132,42
1294,33,160,97,129,31
1295,34,108,149,124,35
1296,19,85,173,115,58
1297,38,91,149,117,55
1298,28,27,189,102,104
1299,7,13,222,72,136
1300,15,71,191,112,61
1301,32,71,175,122,50
1302,26,65,184,98,77
1303,54,119,120,105,52
1304,51,158,109,94,38
1305,48,143,107,102,50
1306,40,134,133,103,40
1307,24,77,202,85,62
1308,19,57,200,107,67
1309,35,84,172,99,60
1310,21,47,214,81,87
1311,26,62,205,96,61
1312,26,127,154,90,53
1313,34,126,140,111,39
1314,43,171,113,98,25
1315,24,157,135,90,44
1316,20,50,232,71,77
1317,12,72,211,88,67
1318,25,162,147,89,27
1319,22,126,153,104,45
1320,9,73,213,102,53
1321,34,174,105,109,28
1322,12,154,155,103,26
1323,36,113,148,98,55
1324,1,2,247,42,158
1325,18,63,192,107,70
1326,26,150,129,113,32
1327,13,131,145,106,55
1328,18,171,111,108,42
1329,24,140,120,130,36
1330,18,85,174,136,37
1331,23,188,98,122,19
1332,11,60,189,146,44
1333,6,34,209,88,113
1334,14,83,168,149,36
1335,24,75,190,108,53
1336,25,206,91,112,16
1337,24,82,189,106,49
1338,8,48,214,62,118
1339,18,175,102,125,30
1340,12,183,116,107,32
1341,17,98,166,131,38
1342,17,201,113,90,25
1343,6,90,191,115,48
1344,17,179,112,109,33
1345,12,171,128,115,24
1346,8,81,226,104,31
1347,8,78,198,136,30
1348,21,211,90,109,19
1349,11,64,180,123,72
1350,9,169,101,139,32
1351,8,121,126,85,18
1352,5,59,218,112,56
1353,1,121,178,114,36
1354,13,58,126,95,53
1355,8,159,133,121,29
1356,6,66,199,140,39
1357,10,42,209,123,66
1358,8,61,128,96,17
1359,27,140,122,134,27
1360,15,118,187,114,16
1361,10,58,204,135,43
1362,0,8,242,32,168
1363,17,194,104,117,18
1364,6,185,109,130,20
1365,5,33,249,77,86
1366,7,94,164,146,39
1367,14,91,142,126,24
1368,18,94,158,143,37
1369,11,179,116,126,18
1370,12,239,64,128,7
1371,9,194,95,136,16
1372,4,56,215,116,59
1373,15,217,84,126,8
1374,3,78,172,165,32
1375,11,79,143,173,44
1376,13,213,77,139,8
1377,8,133,124,164,21
1378,9,178,109,140,14
1379,13,122,100,115,12
1380,10,150,132,132,26
1381,13,157,121,140,19
1382,14,174,93,136,33
1383,10,54,166,148,72
1384,19,198,81,125,27
1385,9,74,193,141,33
1386,6,146,135,135,28
1387,9,177,122,113,29
1388,7,67,165,163,48
1389,12,88,160,123,67
1390,17,118,111,170,34
1391,13,67,157,111,102
1392,16,115,115,147,57
1393,23,138,111,125,53
1394,21,124,121,141,43
1395,15,87,125,177,46
1396,19,219,56,134,22
1397,14,73,143,158,62
1398,22,75,121,139,93
1399,17,65,126,176,66
1400,18,136,96,159,41
1401,4,50,148,137,111
1402,18,176,61,161,34
1403,14,101,102,168,65
1404,11,201,48,165,25
1405,5,61,114,211,59
1406,12,121,91,196,30
1407,10,172,72,167,29
1408,5,122,105,179,39
1409,20,212,53,139,26
1410,22,266,22,131,9
1411,14,207,56,152,21
1412,8,231,52,139,20
1413,4,280,35,120,11
1414,3,84,120,199,44
1415,3,144,96,182,25
1416,11,233,41,135,30
1417,12,129,103,164,42
1418,3,15,174,76,182
1419,10,31,131,134,144
1420,10,94,111,161,74
1421,16,93,117,164,60
1422,12,150,86,163,39
1423,11,56,122,193,68
1424,10,129,84,178,49
1425,17,261,41,116,15
1426,10,82,145,139,74
1427,1,37,197,110,105
1428,6,49,176,136,83
1429,17,71,126,144,92
1430,7,25,170,104,144
1431,9,57,152,151,81
1432,18,132,119,132,49
1433,11,45,162,119,113
1434,18,219,63,127,23
1435,8,73,172,116,81
1436,2,23,206,103,116
1437,18,236,73,103,20
1438,5,61,79,59,32
1439,8,84,160,122,76
1440,3,12,192,102,141
1441,3,48,187,107,105
1442,24,166,88,123,49
1443,3,19,206,93,129
1444,15,104,130,159,42
1445,7,44,188,142,69
1446,7,52,177,166,48
1447,1,22,218,106,103
1448,7,94,188,125,36
1449,15,201,85,128,21
1450,6,56,242,110,36
1451,26,139,121,147,17
1452,4,58,218,117,53
1453,16,173,123,122,16
1454,1,44,214,136,55
1455,2,19,96,43,12
1456,22,185,91,140,12
1457,6,35,273,104,32
1458,7,56,213,127,47
1459,8,43,240,111,48
1460,7,135,165,105,38
1461,2,46,259,69,74
1462,8,207,123,94,18
1463,4,23,307,68,48
1464,12,94,187,128,29
1465,2,82,119,67,15
1466,11,62,231,103,43
1467,3,59,241,101,46
1468,7,161,123,145,14
1469,15,229,86,111,9
1470,8,101,166,160,15
1471,11,202,87,147,3
1472,4,48,211,146,41
1473,10,171,98,158,13
1474,6,257,79,101,7
1475,7,152,130,146,15
1476,0,49,152,70,14
1477,3,284,55,94,14
1478,1,33,79,37,16
1479,4,253,94,84,15
1480,0,16,325,26,83
1481,15,213,95,112,15
1482,13,210,120,83,24
1483,5,290,56,90,9
1484,7,291,61,80,11
1485,1,309,59,76,5
1486,3,299,50,89,9
1487,4,288,39,112,7
1488,2,161,141,135,11
1489,4,284,45,113,4
1490,0,191,130,122,7
1491,0,4,330,67,49
1492,0,16,329,28,77
1493,4,254,68,116,8
1494,2,259,62,115,12
1495,1,256,50,137,6
1496,1,25,230,149,45
1497,0,61,220,134,35
1498,0,8,279,69,94
1499,4,81,177,147,41
1500,6,294,46,99,5
1501,4,220,95,109,22
1502,11,229,75,127,8
1503,5,76,203,116,50
1504,12,242,69,120,7
1505,8,172,117,129,24
1506,11,182,128,106,23
1507,7,113,161,151,18
1508,1,34,239,128,48
1509,6,100,181,132,31
1510,0,53,208,140,49
1511,5,73,208,120,44
1512,3,71,195,156,25
1513,5,175,120,127,23
1514,7,230,85,104,24
1515,12,189,126,112,11
1516,1,15,311,71,52
1517,8,251,76,97,18
1518,7,225,91,103,24
1519,8,305,30,102,5
1520,2,185,141,103,19
1521,15,232,84,106,13
1522,1,76,216,102,55
1523,8,169,146,88,39
1524,10,197,92,136,15
1525,9,82,180,134,45
1526,3,240,86,99,22
1527,3,196,99,128,24
1528,1,73,230,105,41
1529,10,267,66,98,9
1530,8,280,61,94,7
1531,0,52,259,67,72
1532,6,331,41,69,3
1533,5,120,163,108,54
1534,10,267,77,88,8
1535,4,302,60,80,4
1536,3,280,59,104,4
1537,6,281,68,87,8
1538,1,125,202,102,20
1539,1,290,41,114,4
1540,2,220,105,115,8
1541,0,229,96,111,14
1542,2,310,34,98,6
1543,7,293,46,100,4
1544,4,290,46,103,7
1545,1,239,89,114,7
1546,2,79,188,111,19
1547,3,83,199,125,40
1548,0,20,327,48,55
1549,3,348,34,60,5
1550,2,164,154,112,18
1551,1,65,254,77,53
1552,1,40,282,78,49
1553,6,217,91,110,26
1554,4,283,59,99,5
1555,3,229,111,92,15
1556,0,22,327,61,40
1557,5,87,184,142,32
1558,3,264,82,92,9
1559,4,307,54,80,5
1560,6,233,101,101,9
1561,4,297,49,96,4
1562,3,261,77,102,7
1563,4,104,197,124,21
1564,2,307,52,87,2
1565,0,325,47,69,9
1566,3,85,199,130,33
1567,4,240,72,125,9
1568,2,221,95,126,6
1569,1,50,130,105,19
1570,5,153,136,143,13
1571,6,276,38,127,3
1572,8,279,51,108,4
1573,2,197,120,128,3
1574,0,8,357,30,55
1575,8,300,46,94,2
1576,4,279,57,104,6
1577,4,82,179,164,21
1578,0,31,258,140,21
1579,0,276,63,104,7
1580,3,133,136,159,19
1581,1,88,242,76,43
1582,6,169,130,117,28
1583,7,258,51,127,7
1584,1,9,294,74,72
1585,5,223,80,129,13
1586,6,155,100,172,17
1587,6,185,107,143,9
1588,10,104,134,186,16
1589,3,204,75,157,11
1590,0,40,245,131,34
1591,5,62,171,179,33
1592,4,294,42,105,5
1593,2,292,44,106,6
1594,6,290,46,106,2
1595,1,140,157,136,16
1596,3,80,206,134,27
1597,2,257,79,102,10
1598,2,66,205,146,31
1599,3,314,50,81,2
1600,8,240,72,115,15
1601,2,102,168,166,12
1602,6,310,31,99,4
1603,6,312,42,87,3
1604,2,300,44,97,7
1605,2,340,23,78,7
1606,3,287,63,90,7
1607,1,53,189,180,27
1608,3,324,23,99,1
1609,1,73,191,118,67
1610,4,334,23,85,4
1611,2,212,78,153,5
1612,0,108,158,173,11
1613,1,307,50,79,13
1614,5,333,29,79,4
1615,3,154,119,165,9
1616,2,71,169,176,32
1617,0,139,156,78,77
1618,6,159,120,146,19
1619,0,61,195,165,29
1620,1,305,43,95,6
1621,0,173,127,113,37
1622,5,293,28,115,9
1623,4,93,133,177,43
1624,2,154,82,189,23
1625,4,176,97,147,26
1626,3,149,121,143,34
1627,5,161,90,172,22
1628,4,35,185,177,49
1629,3,36,99,123,26
1630,1,81,77,118,18
1631,1,40,166,189,54
1632,1,103,109,195,42
1633,0,30,153,214,53
1634,2,90,136,176,46
1635,1,219,53,171,6
1636,2,230,68,118,32
1637,4,55,180,130,81
1638,4,277,41,107,21
1639,1,23,198,135,93
1640,2,93,138,165,52
1641,4,79,152,159,56
1642,2,86,146,162,54
1643,4,148,102,162,34
1644,0,291,34,99,26
1645,2,330,37,67,14
1646,3,109,146,136,56
1647,0,24,223,44,159
1648,0,308,42,93,7
1649,1,359,20,64,6
1650,4,343,19,74,10
1651,1,69,146,174,60
1652,1,306,29,110,4
1653,0,280,45,111,14
1654,1,85,156,164,44
1655,1,281,51,100,17
1656,2,302,35,107,4
1657,5,288,43,104,10
1658,1,162,85,183,19
1659,2,276,51,112,9
1660,1,311,35,94,9
1661,2,119,144,153,32
1662,1,259,58,117,15
1663,0,349,29,71,1
1664,0,219,83,134,14
1665,0,8,303,75,64
1666,2,319,35,86,8
1667,0,24,280,63,83
1668,2,162,129,143,14
1669,0,138,154,137,21
1670,5,298,67,62,18
1671,3,110,158,149,30
1672,0,343,34,65,8
1673,4,134,147,139,26
1674,0,29,261,123,37
1675,2,327,30,86,5
1676,1,9,319,40,81
1677,2,76,168,144,60
1678,4,191,114,119,22
1679,8,184,100,137,21
1680,1,49,229,72,99
1681,1,321,35,82,11
1682,4,345,26,68,7
1683,2,117,160,118,53
1684,5,284,56,77,28
1685,3,99,175,89,84
1686,3,217,105,73,52
1687,3,160,135,108,44
1688,3,230,73,135,9
1689,0,24,285,54,87
1690,1,285,72,76,16
1691,3,349,26,70,2
1692,3,109,212,66,60
1693,2,342,32,70,4
1694,1,355,23,64,7
1695,0,76,254,70,50
1696,0,313,34,100,3
1697,2,342,40,54,12
1698,3,44,40,39,10
1699,2,292,68,77,11
1700,0,23,261,104,62
1701,0,278,74,70,28
1702,6,228,92,109,15
1703,1,348,37,60,4
1704,1,346,39,59,5
1705,0,38,300,78,34
1706,1,150,165,106,28
1707,5,362,29,50,4
1708,1,203,157,44,45
1709,2,309,55,70,14
1710,2,197,142,82,27
1711,1,49,270,62,68
1712,1,309,53,71,16
1713,2,343,43,50,12
1714,0,366,41,35,8
1715,0,136,198,35,81
1716,3,335,45,55,12
1717,2,225,103,73,47
1718,1,321,60,46,22
1719,3,151,165,49,82
1720,1,27,259,28,135
1721,3,349,42,38,18
1722,4,251,77,53,65
1723,4,336,36,53,21
1724,0,288,63,56,43
1725,4,363,30,42,11
1726,1,150,157,74,68
1727,4,268,96,52,30
1728,5,259,98,58,30
1729,6,312,67,51,14
1730,1,174,145,45,85
1731,7,348,30,55,10
1732,5,209,114,99,23
1733,0,12,324,15,99
1734,4,354,42,42,8
1735,2,111,94,46,27
1736,3,78,242,72,55
1737,0,75,246,49,80
1738,2,147,229,25,47
1739,2,270,103,58,17
1740,1,75,242,59,73
1741,3,365,37,39,6
1742,1,323,71,43,12
1743,3,170,172,48,57
1744,3,358,41,44,4
1745,0,4,385,11,50
1746,3,376,39,27,5
1747,0,334,74,30,12
1748,1,335,75,31,8
1749,1,39,321,42,47
1750,0,377,35,35,3
1751,1,345,58,41,5
1752,0,351,56,37,6
1753,0,8,381,18,43
1754,1,25,322,26,76
1755,2,146,180,91,31
1756,1,261,91,81,16
1757,2,341,51,50,6
1758,2,377,37,25,9
1759,1,51,286,59,53
1760,1,53,293,36,67
1761,0,385,23,40,2
1762,1,340,50,50,9
1763,3,235,113,89,10
1764,0,245,140,35,30
1765,2,101,201,96,50
1766,1,88,215,82,64
1767,2,299,75,63,11
1768,2,259,110,53,26
1769,2,310,52,73,13
1770,1,357,39,40,13
1771,4,101,196,104,45
1772,1,358,35,48,8
1773,1,127,200,67,55
1774,4,339,31,66,10
1775,1,339,35,71,4
1776,0,20,257,39,134
1777,1,388,17,38,6
1778,2,282,62,85,19
1779,2,248,81,102,17
1780,0,24,283,61,82
1781,1,252,97,75,25
1782,3,372,29,40,6
1783,2,229,76,130,13
1784,1,330,46,64,9
1785,0,31,237,96,86
1786,3,84,187,135,41
1787,3,313,46,81,7
1788,2,59,202,115,72
1789,7,177,114,126,26
1790,4,349,30,64,3
1791,3,214,106,104,23
1792,1,246,100,82,21
1793,0,323,40,82,5
1794,1,204,95,127,23
1795,1,274,104,60,11
1796,3,193,118,97,39
1797,2,82,171,122,73
1798,0,75,215,95,65
1799,1,326,40,73,10
1800,2,126,160,112,50
1801,1,225,73,118,33
1802,5,233,67,124,21
1803,3,190,107,117,33
1804,1,339,44,57,9
1805,0,330,49,58,13
1806,0,77,225,84,64
1807,3,354,26,62,5
1808,3,349,44,50,4
1809,0,353,43,48,6
1810,2,345,32,68,3
1811,0,46,237,72,95
1812,4,202,120,101,23
1813,0,294,55,93,8
1814,0,336,30,79,5
1815,2,285,36,122,5
1816,0,259,76,106,9
1817,0,280,60,97,13
1818,3,253,68,121,5
1819,1,38,207,111,93
1820,1,157,138,114,40
1821,0,322,40,78,10
1822,0,32,240,112,66
1823,2,272,59,99,18
1824,4,141,103,102,31
1825,2,266,59,106,17
1826,2,272,38,120,18
1827,0,215,72,137,26
1828,2,278,35,127,8
1829,1,263,53,103,30
1830,0,103,172,107,68
1831,0,227,88,108,27
1832,1,225,66,137,21
1833,0,41,203,130,76
1834,1,45,188,82,134
1835,1,269,56,112,12
1836,0,261,69,99,21
1837,0,312,40,82,16
1838,1,304,34,102,9
1839,3,104,78,89,16
1840,2,277,61,101,9
1841,1,294,52,95,8
1842,0,260,56,126,8
1843,5,296,41,102,6
1844,3,166,122,119,40
1845,0,245,26,78,3
1846,1,186,107,116,40
1847,0,37,216,123,74
1848,1,203,74,153,19
1849,1,79,154,139,77
1850,0,33,233,121,63
1851,0,28,218,96,108
1852,6,176,85,154,29
1853,5,107,144,136,58
1854,7,178,100,125,40
1855,3,152,45,121,18
1856,1,164,89,177,19
1857,1,53,109,91,45
1858,3,123,104,131,33
1859,2,133,112,142,61
1860,1,245,40,150,14
1861,2,148,106,152,42
1862,0,16,192,100,142
1863,2,50,173,97,128
1864,2,165,87,165,31
1865,6,136,61,209,38
1866,4,214,57,148,27
1867,2,84,113,191,60
1868,4,58,163,128,97
1869,4,91,138,181,36
1870,1,18,116,76,67
1871,1,24,183,126,116
1872,3,58,151,167,71
1873,5,68,173,138,66
1874,3,43,160,117,127
1875,8,123,114,176,29
1876,1,110,97,175,67
1877,0,14,193,109,134
1878,2,195,59,181,13
1879,8,214,71,145,12
1880,2,217,66,144,21
1881,1,61,147,134,107
1882,2,42,181,62,163
1883,2,104,164,112,68
1884,1,196,78,142,33
1885,3,205,52,180,10
1886,4,117,132,165,32
1887,1,137,118,171,23
1888,4,225,65,142,14
1889,1,5,250,38,156
1890,5,244,50,145,6
1891,0,270,46,115,19
1892,1,310,28,104,7
1893,2,296,25,124,3
1894,1,202,68,149,30
1895,1,196,75,157,21
1896,0,204,45,118,9
1897,0,16,175,82,177
1898,2,104,134,136,74
1899,0,234,39,166,11
1900,7,215,54,159,15
1901,0,235,45,143,27
1902,0,259,34,148,9
1903,3,168,54,190,35
1904,0,46,151,182,71
1905,0,105,113,158,74
1906,2,136,65,193,54
1907,0,16,119,77,238
1908,2,147,66,215,20
1909,1,120,77,201,51
1910,2,76,111,147,114
1911,3,131,70,189,57
1912,1,39,119,75,216
1913,1,198,45,194,12
1914,1,50,110,124,165
1915,1,9,105,42,293
1916,3,180,62,156,49
1917,0,4,125,43,278
1918,3,45,115,122,165
1919,0,48,91,89,222
1920,0,20,146,70,214
1921,2,163,84,134,67
1922,9,187,64,167,23
1923,0,88,103,176,83
1924,0,24,166,100,160
1925,1,273,33,135,8
1926,2,257,40,137,14
1927,0,68,159,154,69
1928,3,282,40,113,12
1929,7,227,66,127,23
1930,4,233,57,129,27
1931,2,256,37,148,7
1932,0,317,31,100,2
1933,0,328,20,96,6
1934,0,108,115,153,74
1935,2,138,114,166,30
1936,0,305,38,101,6
1937,1,216,45,176,12
1938,0,310,37,98,5
1939,0,229,50,170,1
1940,0,175,50,221,4
1941,0,137,120,141,9
1942,1,155,87,203,4
1943,0,268,40,139,3
1944,0,28,240,165,17
1945,1,142,140,150,17
1946,0,4,334,20,92
1947,0,12,311,41,86
1948,3,165,97,181,4
1949,4,280,39,119,8
1950,0,91,166,143,50
1951,1,132,124,163,30
1952,0,278,59,109,4
1953,0,4,249,21,176
1954,0,4,273,53,120
1955,2,207,60,171,10
1956,1,81,174,87,107
1957,2,171,75,181,20
1958,3,141,109,185,12
1959,2,189,76,171,12
1960,0,241,76,117,16
1961,1,178,63,194,14
1962,2,190,89,158,11
1963,1,142,129,126,52
1964,1,257,51,123,18
1965,0,5,192,47,206
1966,7,145,88,198,12
1967,0,252,44,145,9
1968,0,61,51,70,4
1969,2,186,82,171,9
1970,1,258,40,145,6
1971,0,285,51,110,4
1972,1,126,111,152,15
1973,2,154,136,122,36
1974,0,102,161,157,30
1975,0,20,231,54,145
1976,0,23,275,52,100
1977,2,233,63,139,13
1978,3,197,77,164,9
1979,1,167,117,141,24
1980,1,173,84,182,10
1981,2,224,90,115,19
1982,2,174,99,149,26
1983,1,128,127,156,38
1984,4,124,127,165,30
1985,3,141,117,172,17
1986,2,79,71,76,16
1987,1,202,71,173,3
1988,0,12,248,55,135
1989,3,124,100,209,14
1990,0,183,80,184,3
1991,0,4,287,35,124
1992,2,194,79,117,7
1993,0,187,97,130,36
1994,1,85,150,121,47
1995,0,196,79,155,12
1996,2,173,108,136,31
1997,0,8,266,46,130
1998,1,12,236,93,108
1999,2,84,152,171,41
2000,3,35,198,98,116
2001,3,52,100,85,36
2002,2,59,135,119,53
2003,0,16,201,87,146
2004,0,145,117,165,23
2005,0,4,185,43,218
2006,0,27,214,90,119
2007,3,30,195,95,127
2008,1,76,134,199,40
2009,6,90,118,160,29
2010,1,6,50,25,24
2011,1,44,195,135,75
2012,2,27,132,69,63
2013,7,75,141,180,47
2014,1,32,210,71,136
2015,3,36,44,30,10
2016,8,97,73,116,19
2017,4,89,83,116,36
2018,1,22,212,92,123
2019,4,69,166,136,75
2020,0,4,236,34,176
2021,2,105,134,169,40
2022,1,54,86,74,37
2023,0,27,214,85,124
2024,4,69,117,96,35
2025,2,19,222,85,122
2026,2,13,233,74,128
2027,1,13,259,67,110
2028,2,24,245,87,92
2029,2,23,248,88,89
2030,9,31,193,83,134
2031,14,101,137,141,57
2032,8,51,198,119,74
2033,12,117,130,142,49
2034,7,75,98,103,21
2035,8,88,121,115,20
2036,3,24,159,65,41
2037,3,36,99,51,27
2038,0,34,270,77,69
2039,4,109,161,112,33
2040,1,62,231,111,45
2041,1,21,284,71,73
2042,2,47,240,87,74
2043,1,48,250,99,52
2044,9,54,239,96,52
2045,4,42,252,101,51
2046,2,98,166,149,35
2047,11,103,172,139,25
2048,0,16,258,45,131
2049,5,143,152,110,40
2050,6,154,126,139,18
2051,7,68,101,71,17
2052,5,127,167,111,40
2053,2,99,211,84,46
2054,4,157,149,123,17
2055,1,34,294,61,60
2056,0,61,86,93,10
2057,5,134,160,122,29
2058,3,71,137,71,28
2059,1,138,164,121,26
2060,4,116,201,100,29
2061,0,23,264,32,131
2062,1,9,268,36,136
2063,8,112,165,129,29
2064,8,157,131,135,19
2065,6,118,156,117,53
2066,3,123,182,95,47
2067,3,69,225,114,39
2068,6,149,146,130,19
2069,7,126,183,109,25
2070,2,107,173,135,33
2071,4,62,194,72,118
2072,5,160,123,137,25
2073,10,132,127,150,31
2074,0,211,98,121,20
2075,0,44,224,62,120
2076,11,135,121,164,19
2077,3,128,109,192,18
2078,4,185,101,133,27
2079,8,107,119,205,11
2080,0,8,269,63,110
2081,5,62,124,104,24
2082,1,70,202,135,41
2083,3,40,211,126,70
2084,8,102,115,221,4
2085,2,127,99,215,7
2086,0,51,226,114,59
2087,0,78,142,219,11
2088,1,52,193,177,27
2089,2,91,158,176,23
2090,2,109,147,188,4
2091,2,94,114,231,9
2092,2,38,240,97,73
2093,1,41,252,103,53
2094,6,78,115,245,6
2095,2,82,145,174,24
2096,1,113,111,214,11
2097,3,68,115,200,7
2098,2,50,198,158,42
2099,0,20,64,67,11
2100,0,12,254,128,56
2101,2,44,131,255,18
2102,4,79,131,205,31
2103,5,45,67,144,10
2104,2,66,148,209,25
2105,4,46,144,220,36
2106,3,79,117,228,23
2107,1,52,148,199,50
2108,0,24,36,90,6
2109,4,69,135,211,31
2110,11,100,86,235,18
2111,2,87,95,241,25
2112,1,38,56,79,18
2113,1,46,114,142,46
2114,5,69,131,230,15
2115,9,97,95,224,25
2116,1,73,99,234,43
2117,2,10,150,120,168
2118,9,101,109,208,23
2119,2,86,131,178,53
2120,5,116,109,197,23
2121,9,138,96,185,22
2122,8,95,109,234,4
2123,3,76,98,194,20
2124,0,17,159,160,52
2125,2,35,184,162,67
2126,1,18,181,102,148
2127,12,52,150,210,26
2128,11,79,99,224,37
2129,3,32,117,127,53
2130,7,49,149,213,32
2131,10,62,120,242,16
2132,12,62,112,246,18
2133,4,88,100,230,28
2134,6,66,134,191,53
2135,1,54,116,150,129
2136,5,35,174,156,80
2137,6,83,102,238,21
2138,3,88,93,220,16
2139,0,138,89,206,17
2140,5,75,104,243,23
2141,0,39,128,88,195
2142,0,79,76,270,25
2143,5,122,56,186,43
2144,3,79,106,177,85
2145,0,4,116,53,277
2146,5,53,103,130,38
2147,3,60,74,138,26
2148,1,5,138,36,270
2149,3,102,98,189,58
2150,1,82,78,175,42
2151,2,47,39,88,28
2152,3,76,123,184,64
2153,0,8,124,61,257
2154,1,101,99,196,53
2155,3,108,107,189,32
2156,4,107,107,162,70
2157,0,33,174,118,125
2158,4,75,136,204,31
2159,1,30,46,61,18
2160,3,57,153,150,87
2161,9,88,123,197,33
2162,1,13,118,36,282
2163,0,24,151,61,214
2164,4,37,155,120,86
2165,1,17,66,49,28
2166,6,43,98,81,38
2167,2,30,172,62,184
2168,8,75,151,112,104
2169,7,53,165,168,57
2170,3,30,184,113,120
2171,0,8,153,30,259
2172,4,59,146,144,97
2173,6,35,210,117,82
2174,2,19,81,41,22
2175,2,19,165,62,118
2176,0,20,210,75,145
2177,12,76,195,97,70
2178,1,34,145,89,54
2179,4,33,178,105,91
2180,1,30,112,58,29
2181,3,46,241,86,74
2182,6,82,141,121,27
2183,0,92,176,141,41
2184,8,41,178,111,19
2185,5,89,176,137,37
2186,1,22,172,68,107
2187,5,45,144,99,25
2188,2,38,158,66,32
2189,0,9,55,20,26
2190,5,95,198,120,32
2191,4,71,203,115,57
2192,1,14,257,60,72
2193,1,68,200,115,66
2194,4,128,144,109,12
2195,1,92,212,109,36
2196,5,80,189,127,49
2197,14,129,158,124,25
2198,1,25,227,39,158
2199,7,68,180,123,33
2200,7,68,192,154,29
2201,4,37,113,93,26
2202,2,19,99,48,33
2203,0,4,265,29,152
2204,2,35,209,107,48
2205,0,21,257,77,65
2206,2,127,146,140,35
2207,0,45,100,74,28
2208,3,106,171,145,25
2209,2,18,207,37,186
2210,2,44,216,102,86
2211,2,58,213,122,55
2212,3,14,290,70,73
2213,7,41,201,187,14
2214,0,16,211,31,192
2215,0,25,79,33,17
2216,4,101,169,164,12
2217,1,30,117,47,47
2218,6,27,206,72,66
2219,5,102,177,154,12
